gid,fls_id,played_with
glasgow-scotland-51692,FLS0443,"Silverfish, Chumbawamba, Dawson"
bradford-england-51792,FLS0444,"Crane, Fudge Tunnel"
groningen-netherlands-52092,FLS0445,Girls Vs. Boys
den-bosch-netherlands-52192,FLS0446,Girls Vs. Boys
tongeren-belgium-52292,FLS0447,"Girls Vs. Boys, Grooveline Vendetta"
venlo-netherlands-52392,FLS0448,Girls Vs. Boys
den-haag-netherlands-52492,FLS0449,Girls Vs. Boys
diksmuide-belgium-52692,FLS0450,Girls Vs. Boys
paris-france-52792,FLS0451,"Girls Vs. Boys, M.A.T."
poitiers-france-52892,FLS0452,Dirty District
bordeaux-france-52992,FLS0453,"Dirty Hands, Blind Folded"
toulouse-france-53092,FLS0454,NA
barcelona-spain-53192,FLS0455,Subterranean Kids
madrid-spain-60292,FLS0456,Ink
zaragoza-spain-60392,FLS0457,Ink
torino-italy-60592,FLS0458,Free The Nation
pisa-italy-60692,FLS0459,Glommin Geek
rome-italy-60792,FLS0460,NA
modena-italy-60892,FLS0461,NA
padova-italy-60992,FLS0462,Frutteti Riarsi
ljubljana-slovenia-61092,FLS0463,Junkfish
budapest-hungary-61192,FLS0464,ADM
prague-czechoslovakia-61392,FLS0465,"Mr. T Experience, Tech Ahead"
vienna-austria-61492,FLS0466,"Alloy, Tech Ahead"
wels-austria-61592,FLS0467,"Tech Ahead, Sexual Spastics"
munich-germany-61692,FLS0468,"Tech Ahead, Blume"
hohenems-austria-61792,FLS0469,"Alloy, Tech Ahead"
zurich-switzerland-61892,FLS0470,Tech Ahead
frankfurt-germany-61992,FLS0471,"Tech Ahead, No Twist"
ulm-germany-62092,FLS0472,"Tech Ahead, No Twist"
nuremberg-germany-62292,FLS0473,"Tech Ahead, Franz Flak"
neuhausen-auf-den-fildern-germany-62392,FLS0474,"Tech Ahead, Coltello"
v-schwenningen-germany-62492,FLS0475,Tech Ahead
hannover-germany-62592,FLS0476,"Tech Ahead, No Twist"
poznan-poland-62692,FLS0477,?
berlin-germany-62892,FLS0478,"Tech Ahead, No Twist"
osnabruck-germany-62992,FLS0479,"The Pygmies, Tech Ahead"
dortmund-germany-63092,FLS0480,"Tech Ahead, No Twist"
koln-germany-70192,FLS0481,"Tech Ahead, House of Suffering"
hamburg-germany-70292,FLS0482,Tech Ahead
bremen-germany-70392,FLS0483,"Alloy, Tech Ahead"
copenhagen-denmark-70492,FLS0484,Chippendales
oslo-norway-70692,FLS0485,So Much Hate
gavle-sweden-70892,FLS0486,Ashram
nijmegen-netherlands-71192,FLS0487,Bambix
washington-dc-usa-72592,FLS0488,"Bikini Kill, Egg&Dudley"
washington-dc-usa-102392,FLS0489,"Chumbawamba, Negu Gorriak"
baltimore-md-usa-102592,FLS0490,"Lungfish, Womyn of Destruction"
virginia-beach-va-usa-20493,FLS0491,"Shudder to Think, Slant 6"
chapel-hill-nc-usa-20593,FLS0492,"Shudder to Think, Slant 6"
wilmington-nc-usa-20693,FLS0493,"Shudder to Think, Slant 6, Wretched Son"
columbia-sc-usa-20793,FLS0494,"Slant 6, Lay Quiet Awhile, 134"
charlotte-nc-usa-20893,FLS0495,"Shudder to Think, Slant 6"
atlanta-ga-usa-20993,FLS0496,"Shudder to Think, Whoremonger"
atlanta-ga-usa-21093,FLS0497,"Shudder to Think, Tweezer"
savannah-ga-usa-21193,FLS0498,"Shudder to Think, 8 Ball"
jacksonville-fl-usa-21293,FLS0499,Shudder to Think
orlando-fl-usa-21393,FLS0500,"Shudder to Think, Adventures In Immortality"
fort-lauderdale-fl-usa-21493,FLS0501,"Shudder to Think, Pontius Pilate"
tampa-fl-usa-21693,FLS0502,Shudder to Think
gainesville-fl-usa-21793,FLS0503,"Shudder to Think, Bombshell"
athens-ga-usa-21893,FLS0504,Shudder to Think
athens-ga-usa-21993,FLS0505,"Superchunk, Unrest"
greensboro-nc-usa-22093,FLS0506,"Shudder to Think, Bad Dreamhouse"
richmond-va-usa-22193,FLS0507,"Coral, Slant 6"
washington-dc-usa-32193,FLS0508,NA
college-park-md-usa-40293,FLS0509,"Slant 6, Hoover"
charlottesville-va-usa-40493,FLS0510,Jawbox
knoxville-tn-usa-40593,FLS0511,"Hypertribe, Lawn Darts"
nashville-tn-usa-40693,FLS0512,Buzzkill
memphis-tn-usa-40793,FLS0513,Substance
jackson-ms-usa-40893,FLS0514,"Tarentella, Stretch Armstrong"
new-orleans-la-usa-40993,FLS0515,"Cows, Janitor Joe"
houston-tx-usa-41093,FLS0516,"Manhole, Dive"
bryan-tx-usa-41193,FLS0517,"El Santos, Yuck"
austin-tx-usa-41293,FLS0518,Faucet
austin-tx-usa-41393,FLS0519,Come
san-antonio-tx-usa-41493,FLS0520,"El Santos, Glorium"
dallas-tx-usa-41693,FLS0521,"Bedhead, Wayward Girl"
norman-ok-usa-41793,FLS0522,"Clovis, Season To Risk"
lubbock-tx-usa-41893,FLS0523,Degenerates
el-paso-tx-usa-41993,FLS0524,"Spoke Poker, Spin Drifters"
tucson-az-usa-42093,FLS0525,Fuzz
las-vegas-nv-usa-42293,FLS0526,"Dead Marilyn, Scrubs"
los-angeles-ca-usa-42393,FLS0527,"Fluf, Truman's Water"
los-angeles-ca-usa-42493,FLS0528,"Wool, Slug, Dead Fucking Last"
los-angeles-ca-usa-42593,FLS0529,"Sandy Duncan's Eye, Trashcan School"
san-diego-ca-usa-42693,FLS0530,3 Mile Pilot
santa-barbara-ca-usa-42793,FLS0531,Bikini Kill
watsonville-ca-usa-42893,FLS0532,Hedgehog
berkeley-ca-usa-43093,FLS0533,NA
san-franscisco-ca-usa-50193,FLS0534,"El Cid, Gr ups, Raoul"
sacramento-ca-usa-50293,FLS0535,Tigertrap
eugene-or-usa-50493,FLS0536,Oswald 5-0
portland-or-usa-50593,FLS0537,"New Bad Things, Adickdid"
seattle-wa-usa-50693,FLS0538,Mecca Normal
vancouver-bc-canada-50793,FLS0539,"Mecca Normal, Sparkmarker"
olympia-wa-usa-50893,FLS0540,"Kicking Giant, Lync"
bellevue-wa-usa-50993,FLS0541,Spinnanes
kennewick-wa-usa-51493,FLS0542,"Heatmiser, Maybe Days"
boise-id-usa-51593,FLS0543,Dirt Fisherman
salt-lake-city-ut-usa-51693,FLS0544,"Rocket From The Crypt, Clawhammer"
denver-co-usa-51893,FLS0545,Belljar
laramie-wy-usa-51993,FLS0546,Social Joke
omaha-ne-usa-52193,FLS0547,"Unrest, Ritual Device, Sideshow"
des-moines-ia-usa-52293,FLS0548,Unrest
minneapolis-mn-usa-52393,FLS0549,"Unrest, Andromeda Strain"
minneapolis-mn-usa-52493,FLS0550,"Unrest, Bricklayer Cake"
minneapolis-mn-usa-52593,FLS0551,"Unrest, Vertigo"
green-bay-wi-usa-52693,FLS0552,"Unrest, Covent Garden"
chicago-il-usa-52893,FLS0553,Arc Welder
chicago-il-usa-52993,FLS0554,Grifters
indianapolis-in-usa-53093,FLS0555,"Grifters, Oxymorons"
columbus-oh-usa-53193,FLS0556,Skinwhig
washington-dc-usa-80793,FLS0558,"Pleasure, Izalco"
washington-dc-usa-80993,FLS0559,NA
hoboken-nj-usa-81693,FLS0560,Mosquito
trenton-nj-usa-81793,FLS0561,Girls Vs. Boys
trenton-nj-usa-81893,FLS0562,Lunachicks
mechanicsburg-pa-usa-81993,FLS0563,"Junction, Pagan Virtue"
pittsburgh-pa-usa-82093,FLS0564,Scrawl
dayton-oh-usa-82193,FLS0565,"Fifteen, Cage, and others"
cincinnati-oh-usa-82293,FLS0566,Scrawl
carbondale-il-usa-82493,FLS0567,Brainiac
st-louis-mo-usa-82593,FLS0568,Dazzling Killmen
st-louis-mo-usa-82693,FLS0569,Dazzling Killmen
columbia-mo-usa-82793,FLS0570,"Poster Children, Prozac Memory"
kansas-city-ks-usa-82893,FLS0571,"Poster Children, Tenderloin"
iowa-city-ia-usa-82993,FLS0572,"Gumball, Slant 6"
normal-il-usa-90193,FLS0573,"Slant 6, Blue Meanies"
milwaukee-wi-usa-90293,FLS0574,"Slant 6, Muckraker"
chicago-il-usa-90393,FLS0575,"Tar, Slant 6"
pontiac-mi-usa-90493,FLS0576,"Laughing Hyenas, Slant 6"
cleveland-oh-usa-90593,FLS0577,"Mule, Slant 6"
buffalo-ny-usa-90693,FLS0578,"Slant 6, Snapcase"
guelph-ont-canada-90893,FLS0579,"Shudder To Think, Burn 51"
toronto-ont-canada-90993,FLS0580,"Shudder to Think, Mudfish"
toronto-ont-canada-91093,FLS0581,"Shudder To Think, Morganfields"
ottawa-ont-canada-91193,FLS0582,"Shudder To Think, Lockjaw"
montreal-qc-canada-91293,FLS0583,"Shudder To Think, Goldfish"
burlington-vt-usa-91393,FLS0584,Shudder To Think
portland-me-usa-91493,FLS0585,"Shudder To Think, Vampire Lesbos"
bennington-vt-usa-91693,FLS0586,Shudder To Think
fitchburg-ma-usa-91793,FLS0587,"Shudder To Think, Sam Black Church"
storrs-ct-usa-91893,FLS0588,"Shudder To Think, MI6"
providence-ri-usa-91993,FLS0589,"Shudder To Think, Scarce"
albany-ny-usa-92093,FLS0590,"Spinanes, Very Pleasant Neighbor"
syracuse-ny-usa-92193,FLS0591,"Spinanes, Foundation"
binghamton-ny-usa-92293,FLS0592,"Spinanes, Dripping Goss"
new-york-city-ny-usa-92493,FLS0593,"Jawbox, Mecca Normal"
new-york-city-ny-usa-92593,FLS0594,"Unrest, Spinanes"
state-college-pa-usa-92693,FLS0595,"Spinanes, Junction"
philadelphia-pa-usa-92793,FLS0596,"Spinanes, Rancid"
philadelphia-pa-usa-92893,FLS0597,"Spinanes, Cupid Car Club"
rehoboth-beach-de-usa-92993,FLS0598,"Cupid Car Club, Shovelhead"
osaka-japan-103193,FLS0599,Yu
kyoto-japan-110193,FLS0600,"Blow Ones Cool, Satorie School"
nagoya-japan-110393,FLS0601,Genbaku Onanies
tokyo-japan-110593,FLS0602,"Bloodthirsty Butchers, Jackie and the Cedrics"
tokyo-japan-110693,FLS0603,"Nukey Pikes, Sadato"
singapore-singapore-110893,FLS0604,NA
perth-australia-111093,FLS0605,"Veronas, Bucket"
adelaide-australia-111193,FLS0606,Magic Dirt
croydon-vic-australia-111293,FLS0607,"Spiderbait, Noise Addicts, Aquanuggets"
melbourne-vic-australia-111393,FLS0608,"Noise Addicts, Magic Dirt, Root Beer"
melbourne-vic-australia-111493,FLS0609,"Shellac, Budd, Noise Addicts"
canberra-australia-111793,FLS0610,"Shellac, Budd"
wollongong-australia-111893,FLS0611,"Fur, Slob Plant"
manly-australia-111993,FLS0612,"Fur, Gumption, Budd"
sydney-australia-112093,FLS0613,"Mark of Cain, Fur"
newcastle-australia-112493,FLS0614,"Fur, BMF"
lismore-australia-112693,FLS0615,"Spiderbait, Headlifter"
brisbane-qld-australia-112793,FLS0616,"Spiderbait, Midget"
sydney-nsw-australia-120193,FLS0617,Headache
hobart-tas-australia-120393,FLS0618,"Mouth, Lugs"
launceston-tas-australia-120493,FLS0619,Mouth
christchurch-new-zealand-120893,FLS0620,"Pumpkinhead, Wadd"
dunedin-new-zealand-120993,FLS0621,"Swarm, Kid Eternity"
wellington-new-zealand-121093,FLS0622,Skinshed
auckland-new-zealand-121193,FLS0623,"Rainy Days, Semi Lemon Kola"
auckland-new-zealand-121293,FLS0624,"Rainy Days, Thorazine Shuffle"
honolulu-hi-usa-121493,FLS0625,NA
washington-dc-usa-60394,FLS0626,TAMI Show
washington-dc-usa-80494,FLS0627,"Metamatix, Clone of Society"
belo-horizonte-brazil-81594,FLS0628,20 bands
rio-de-janeiro-brazil-81894,FLS0629,Beach Lizards
itaborai-brazil-81994,FLS0630,"Gangrena Gasosa, Tubaroes Voadores"
sao-paulo-brazil-82094,FLS0631,Psycho Drops
sao-paulo-brazil-82194,FLS0632,Psycho Drops
curitiba-brazil-82594,FLS0633,"Missonarios, Intruders, Andes De Jardem"
curitiba-brazil-82694,FLS0635,"Missionarios, Intruders, Anões de Jardim"
curitiba-brazil-82794,FLS0636,"Magog, Publico Opinion"
silver-spring-md-usa-112094,FLS0637,Junkyard Band
washington-dc-usa-112794,FLS0638,Stinkin Lizaveta
washington-dc-usa-112994,FLS0639,The Warmers
baltimore-md-usa-30295,FLS0640,"Slant 6, Onespot Fringehead"
philadelphia-pa-usa-40195,FLS0641,"Make Up, Metamatics"
philadelphia-pa-usa-40295,FLS0642,"Make Up, Metamatics"
new-york-city-ny-usa-40395,FLS0643,"Slant 6, Make Up"
new-york-city-ny-usa-40495,FLS0644,"Slant 6, Cakelike"
new-york-city-ny-usa-40595,FLS0645,"Lois, Unwound"
poughkeepsie-ny-usa-40695,FLS0646,"Lois, Unwound"
hartford-ct-usa-40795,FLS0647,"Lois, Unwound"
portland-me-usa-40895,FLS0648,"Unwound, Karate"
burlington-vt-usa-40995,FLS0649,"Unwound, Karate"
providence-ri-usa-41195,FLS0650,"Unwound, Make Up"
providence-ri-usa-41295,FLS0651,"Karate, Make Up"
hoboken-nj-usa-41395,FLS0652,Warmers
newark-de-usa-41495,FLS0653,"Warmers, Boy Sets Fire"
eindhoven-netherlands-50495,FLS0655,Zool
brighton-england-50695,FLS0656,"Slant 6, Useful Idiots"
manchester-england-50795,FLS0657,"Slant 6, Fabric"
glasgow-scotland-50895,FLS0658,"Slant 6, Badgewearer, Des Man DeAblo"
belfast-northern-ireland-50995,FLS0659,NA
dublin-ireland-51095,FLS0660,NA
nottingham-england-51295,FLS0661,"Bob Tilton, Slant 6"
london-england-51395,FLS0662,Prophets Of Da City
wolverhampton-england-51495,FLS0663,"Snuff, Slant 6"
leeds-england-51595,FLS0664,"Half Nelson, Slant 6"
amsterdam-netherlands-51795,FLS0665,Sebadoh
leuven-belgium-51895,FLS0666,God Is My Co-Pilot
gent-belgium-51995,FLS0667,Kosjer D
arras-france-52095,FLS0668,Cooper
nancy-france-52195,FLS0669,Cooper
paris-france-52295,FLS0670,Cooper
poitiers-france-52495,FLS0671,NA
angers-france-52595,FLS0672,Prohibition
bordeaux-france-52695,FLS0673,"Prohibition, Belly Button"
lakuntza-spainbasque-52795,FLS0674,NA
oviedo-spain-52895,FLS0675,E-330
santiago-de-compostela-spain-52995,FLS0676,NA
lisbon-portugal-53195,FLS0677,NA
madrid-spain-60295,FLS0678,Childhood
barcelona-spain-60395,FLS0679,Painbox
valencia-spain-60495,FLS0680,NA
toulouse-france-60695,FLS0681,Prohibition
marseille-france-60795,FLS0682,"Prohibition, Daily Planet"
lyon-france-60895,FLS0683,Prohibition
zurich-switzerland-60995,FLS0684,A.S.E
kingersheim-france-61095,FLS0685,"Condense, Well Spotted"
milan-italy-61295,FLS0686,Kina
padova-italy-61395,FLS0687,Assaulti Frontali
florence-italy-61495,FLS0688,NA
torino-italy-61595,FLS0689,Assault Frontali
bologna-italy-61695,FLS0690,Assaulti Frontali
gavoi-sardinia-italy-61795,FLS0691,Canidarapina
catania-sicily-italy-61895,FLS0692,Uzeda
rome-italy-62095,FLS0693,Assaulti Frontali
verona-italy-62195,FLS0694,Rumble Mumble
gde-spilimbergo-italy-62295,FLS0695,Meanies
ljubljana-slovenia-62395,FLS0696,NA
vienna-austria-62495,FLS0697,Kurort
wels-austria-62595,FLS0698,Kurort
munich-germany-62695,FLS0699,NA
ulm-germany-62795,FLS0700,"4 Walls Falling, Sensefield"
prague-czech-republic-62995,FLS0701,"Lifetime, State of The Nation"
stuttgart-germany-63095,FLS0702,Kurort
mainz-germany-70195,FLS0703,Kurolt
berlin-germany-70295,FLS0704,Schwartzenegger
dortmund-germany-70395,FLS0705,Schwartzenegger
hamburg-germany-70495,FLS0706,Schwartzenegger
nijmegen-netherlands-70595,FLS0707,Andy and Terry
groningen-netherlands-70795,FLS0708,Beaver
bielefeld-germany-70895,FLS0709,"Party Diktator, Beaver"
bremen-germany-70995,FLS0710,Messerkencht
copenhagen-denmark-71095,FLS0711,NA
tampere-finland-71295,FLS0712,NA
oslo-norway-71495,FLS0713,Drunk
washington-dc-usa-91695,FLS0714,"Lucy Murphy, Jasaga"
lindenhurst-ny-usa-92195,FLS0715,Suck Pretty
northampton-ma-usa-92295,FLS0716,Marshes
montreal-qc-canada-92395,FLS0717,"Bliss, Shot Maker"
quebec-city-qc-canada-92495,FLS0718,Shot Maker
ottawa-on-canada-92695,FLS0719,"Shotmaker, Okara"
toronto-on-canada-92795,FLS0720,"Minnow, Super X"
rochester-ny-usa-92895,FLS0721,"Branch Manager, Muler"
pittsburgh-pa-usa-92995,FLS0722,Branch Manager
detroit-mi-usa-100195,FLS0723,"Make Up, Branch Manager"
cleveland-oh-usa-100295,FLS0724,"Make Up, Branch Manager"
columbus-oh-usa-100395,FLS0725,"Make Up, Branch Manager"
dayton-oh-usa-100495,FLS0726,"Make Up, Trusty"
cincinnati-oh-usa-100595,FLS0727,"Make Up, Branch Manager"
indianapolis-in-usa-100695,FLS0728,"Make Up, Branch Manager, Diamonds to Coal, Jax"
louisville-ky-usa-100795,FLS0729,"Make Up, Branch Manager"
st-louis-mo-usa-100895,FLS0730,Make Up
peoria-il-usa-100995,FLS0731,"Make Up, Mingus Council"
chicago-il-usa-101095,FLS0732,"Shellac, Make Up"
green-bay-wi-usa-101295,FLS0733,"Lungfish, Chisel"
milwaukee-wi-usa-101395,FLS0734,"Lungfish, Chisel"
minneapolis-mn-usa-101495,FLS0735,"Lungfish, Chisel"
minneapolis-mn-usa-101595,FLS0736,"Lungfish, Chisel"
ames-ia-usa-101795,FLS0737,"Lungfish, Chisel"
lincoln-ne-usa-101895,FLS0738,"Lungfish, Eamon"
sioux-falls-sd-usa-101995,FLS0739,"Vampire Lezbos, Floodplain"
rapid-city-sd-usa-102095,FLS0740,"Vampire Lezbos, Resin, Single File Line"
denver-co-usa-102295,FLS0741,"Air Miami, God Is My Co-Pilot"
salt-lake-city-ut-usa-102495,FLS0742,"God Is My Co-Pulot, Stella Brass"
boise-id-usa-102595,FLS0743,God Is My Co-Pilot
yakima-wa-usa-102695,FLS0744,Team Dresch
seattle-wa-usa-102795,FLS0745,Team Dresch
olympia-wa-usa-102995,FLS0746,Dub Narcotic
anchorage-ak-usa-110195,FLS0747,Freedom 49
portland-or-usa-110295,FLS0748,"Dub Narcotic, Warmers"
sacramento-ca-usa-110495,FLS0749,"Dub Narcotic, The Warmers"
san-francisco-ca-usa-110595,FLS0750,"Dub Narcotic, The Warmers"
san-francisco-ca-usa-110695,FLS0751,"Dub Narcotic, The Warmers"
bakersfield-ca-usa-110795,FLS0752,"Dub Narcotic, The Warmers"
los-angeles-ca-usa-110895,FLS0753,"Dub Narcotic, The Warmers"
los-angeles-ca-usa-110995,FLS0754,"Unwound, Blonde Redhead"
san-diego-ca-usa-111095,FLS0755,"Unwound, Blonde Redhead"
phoenix-az-usa-111195,FLS0756,"Unwound, 400 Years"
albuquerque-nm-usa-111395,FLS0757,"Unwound, Blonde Redhead"
el-paso-tx-usa-111495,FLS0758,"Unwound, Blonde Redhead"
austin-tx-usa-111695,FLS0759,"Blonde Redhead, Branch Manager"
austin-tx-usa-111795,FLS0760,Blonde Redhead
san-antonio-tx-usa-111895,FLS0761,"Blonde Redhead, Evergreen"
dallas-tx-usa-111995,FLS0762,"Blonde Redhead, Baboon"
oklahoma-city-ok-usa-112095,FLS0763,Unwound
washington-dc-usa-13096,FLS0764,"Chisel, Meltdown"
washington-dc-usa-13196,FLS0765,Monorchid
norfolk-va-usa-31996,FLS0766,"Make Up, Blue Tip"
wilmington-nc-usa-32096,FLS0767,"Make Up, Cornelius"
winston-salem-nc-usa-32196,FLS0768,"Make Up, Monorchid"
raliegh-nc-usa-32296,FLS0769,"Make Up, Monorchid"
charlotte-nc-usa-32396,FLS0770,"Make Up, Monorchid"
columbia-sc-usa-32496,FLS0771,Ghetto Blaster
athens-ga-usa-32696,FLS0772,"Vic Chesnutt, Branch Manager"
huntsville-al-usa-32796,FLS0773,Branch Manager
atlanta-ga-usa-32896,FLS0774,"Branch Manager, Seely"
atlanta-ga-usa-32996,FLS0775,"Branch Manager, Hall of Fame"
savannah-ga-usa-33096,FLS0776,"Branch Manager, Bug Hummer"
jacksonville-fl-usa-33196,FLS0777,"Branch Manager, Glorium, Gimp Disco"
orlando-fl-usa-40196,FLS0778,"Branch Manager, Glorium"
fort-lauderdale-fl-usa-40296,FLS0779,"Branch Manager, Glorium"
tampa-fl-usa-40396,FLS0780,"Branch Manager, Glorium"
new-orleans-la-usa-40596,FLS0781,"Branch Manager, Glorium"
lafayette-la-usa-40796,FLS0782,"Branch Manager, Glorium"
houston-tx-usa-40896,FLS0783,"Branch Manager, Glorium"
oxford-ms-usa-41096,FLS0784,"Branch Manager, The Neckbones"
nashville-tn-usa-41196,FLS0785,"Branch Manager, Blast Off Country Style"
knoxville-tn-usa-41296,FLS0786,"Branch Manager, Blast Off Country Style"
roanoke-va-usa-41396,FLS0787,Branch Manager
richmond-va-usa-41496,FLS0788,"Branch Manager, Lazy Kain, Young Pioneers"
washington-dc-usa-41996,FLS0789,"Norman Meyer Group, Cold Cold Hearts"
washington-dc-usa-92996,FLS0790,NA
honolulu-hi-usa-101696,FLS0791,O.N.S.
maui-hi-usa-101796,FLS0792,Phat For Your Soul
maui-hi-usa-101896,FLS0793,Phat For Your Soul
fukuoka-japan-102196,FLS0794,"Ramstead, Screaming Hot Fudge"
okayama-japan-102296,FLS0795,"Make Up, Playmates"
osaka-japan-102396,FLS0796,"Make Up, Mach Kung Fu"
nagoya-japan-102596,FLS0797,"Make Up, Genbaku Onanisu"
tokyo-japan-102696,FLS0798,"Make Up, DMBQ, O-O-I-O-O"
tokyo-japan-102796,FLS0799,"Make Up, Atomic Fireball"
tokyo-japan-102896,FLS0800,"Make Up, Bloodthirsty Butchers, Naht, Eastern Youth"
sapporo-japan-103096,FLS0801,"Cowpers, Thugs, Aeroscream"
sapporo-japan-103196,FLS0802,"Slang, Bonescratch"
hong-kong-hong-kong-110296,FLS0803,Sisters of Sharon
hong-kong-hong-kong-110396,FLS0804,"That Guy's Belly, Maze, Venue"
kuala-lumpur-malaysia-110696,FLS0805,NA
singapore-singapore-110896,FLS0806,Stomping Ground
perth-australia-111096,FLS0807,"Beaverloop, Blue Tile Lounge"
adelaide-australia-111296,FLS0808,"Test Eagles, Sin Dog Jellyroll"
hobart-tz-australia-111396,FLS0809,"50 Million Clowns, Honey Pet"
sydney-nsw-australia-111596,FLS0810,"Tweezer, Mothra"
newcastle-australia-111696,FLS0811,"Wash, No Reason"
baltimore-md-usa-42997,FLS0812,"Prisoner of Conscience, Top Notch"
new-york-city-ny-usa-50197,FLS0813,"Branch Manager, Monorchid"
new-york-city-ny-usa-50297,FLS0814,Branch Manager
philadelphia-pa-usa-50397,FLS0815,"Branch Manager, Skeleton Key"
durham-nh-usa-50497,FLS0816,Branch Manager
clinton-ma-usa-50597,FLS0817,"Branch Manager, Cast Iron Hike"
providence-ri-usa-50697,FLS0818,Branch Manager
canberra-australia-61397,FLS0819,NA
sydney-australia-61497,FLS0820,NA
sydney-australia-61597,FLS0821,NA
melbourne-australia-61797,FLS0822,NA
melbourne-australia-61897,FLS0823,NA
ballarat-australia-61997,FLS0824,NA
geelong-australia-62097,FLS0825,NA
brisbane-australia-62197,FLS0826,NA
lismore-australia-62397,FLS0827,NA
darwin-australia-62597,FLS0828,NA
auckland-new-zealand-62797,FLS0829,NA
wellington-new-zealand-62897,FLS0830,Brubeck
nelson-new-zealand-62997,FLS0831,NA
dunedin-new-zealand-70197,FLS0832,NA
christchurch-new-zealand-70297,FLS0833,NA
piracicaba-brazil-80597,FLS0834,Killing Chainsaws
sao-paulo-brazil-80697,FLS0835,NA
vitoria-brazil-80797,FLS0836,"Turtle Creek, E"
brasilia-brazil-80997,FLS0837,"Ard, Sem Destino"
brasilia-brazil-81097,FLS0838,"Succulent Fly, Sem Destino"
londrina-brazil-81397,FLS0839,"Magic Balloon, Core"
curitiba-brazil-81497,FLS0840,Magneticos
joinville-brazil-81597,FLS0841,"Magneticos, Enzima Ruthless, Butt Spencer"
belo-horizonte-brazil-81697,FLS0842,Heffer
campinas-brazil-81997,FLS0843,Twelve Bands
santos-brazil-82097,FLS0844,"Garage Fuzz, Againe"
buenos-aires-argentina-82297,FLS0845,"Massacre, Dixie Dynamite, plus four others"
santiago-chile-82397,FLS0846,Super Sordo
washington-dc-usa-82997,FLS0847,Crom Tech
washington-dc-usa-90397,FLS0848,"Stigmatics, Machetres"
hagerstown-md-usa-50198,FLS0849,"Quixotic, Miss Lonelyheart"
pittsburgh-pa-usa-50298,FLS0850,"Quixotic, Burning Airlines"
columbus-oh-usa-50398,FLS0851,"Quixotic, Scrawl"
kent-oh-usa-50498,FLS0852,"Quixotic, Blonde Redhead"
cleveland-oh-usa-50598,FLS0853,"Quixotic, Blonde Redhead"
cincinnati-oh-usa-50698,FLS0854,"Blonde Redhead, Koan"
chicago-il-usa-50798,FLS0855,"Shellac, Blonde Redhead"
chicago-il-usa-50898,FLS0856,"Shellac, Blonde Redhead"
detroit-mi-usa-50998,FLS0857,"Shellac, Blonde Redhead"
richmond-va-usa-51198,FLS0858,"Four Hundred Years, Cranium"
baltimore-md-usa-51298,FLS0859,"Lungfish, The Cranium"
poughkeepsie-ny-usa-71698,FLS0860,"Blonde Redhead, Mearth"
syracuse-ny-usa-71798,FLS0861,Blonde Redhead
rochester-ny-usa-71898,FLS0862,"Blonde Redhead, Hilkka"
toronto-on-canada-71998,FLS0863,Grade
ottawa-on-canada-72098,FLS0864,"Three Penny Opera, Blake"
montreal-qc-canada-72198,FLS0865,"Ire, Nullset"
quebec-city-qc-canada-72298,FLS0866,NA
fredericton-nb-canada-72498,FLS0867,"Conniption Fit, Room 101, 8 Months"
halifax-ns-canada-72598,FLS0868,"North of America, Equation of State"
portland-me-usa-72698,FLS0869,"Panoply Academy, 13 Ghost"
hoboken-nj-usa-72798,FLS0870,NA
washington-dc-usa-73098,FLS0871,NA
washington-dc-usa-73198,FLS0872,"Shine, Quixotic"
milwaukee-wi-usa-111398,FLS0873,"Promise Ring, Jets To Brazil, Compound Red"
eau-claire-wi-usa-111498,FLS0874,"Poster Children, Planet Vinyl"
minneapolis-mn-usa-111598,FLS0875,"Poster Children, Bricklayer Cake"
des-moines-ia-usa-111698,FLS0876,"At The Drive In, Squid Boy"
omaha-ne-usa-111798,FLS0877,"Darktown House Band, The Faint"
olathe-ks-usa-111898,FLS0878,Rex Hobart & The Misery Boys
oklahoma-city-ok-usa-111998,FLS0879,"Hovercraft, ICU"
houston-tx-usa-112198,FLS0880,Lord High Fixers
austin-tx-usa-112298,FLS0881,"Hovercraft, ICU"
dallas-tx-usa-112398,FLS0882,Swivel
conway-ar-usa-112498,FLS0883,Shake Ray Turbine
memphis-tn-usa-112598,FLS0884,"Lucky, Megan"
st-louis-mo-usa-112698,FLS0885,"90 Day Men, Bunnygrunt"
louisville-ky-usa-112798,FLS0886,"June of 44, Elliot"
charleston-wv-usa-112898,FLS0887,"Shindig, All For Nothing"
morgantown-wv-usa-112998,FLS0888,"Braille Drivers, San Vitale"
washington-dc-usa-120398,FLS0889,"Lungfish, Bald Repunzal"
fairfax-va-usa-120498,FLS0890,"Most Secret Method, Princessed"
san-diego-ca-usa-21899,FLS0891,"Gogogo Airheart, Camera Obscura"
ventura-ca-usa-21999,FLS0892,"Up Hollow, Phantom Surfers"
watsonville-ca-usa-22099,FLS0893,"The Gods Hate Kansas, The Muggs"
palo-alto-ca-usa-22199,FLS0894,"The Ex, The Thrones"
san-francisco-ca-usa-22299,FLS0895,"The Ex, The Thrones"
reno-nv-usa-22399,FLS0896,"The Ex, Spun"
sacramento-ca-usa-22499,FLS0897,The Ex
portland-or-usa-22699,FLS0898,"The Ex, The Need"
olympia-wa-usa-22799,FLS0899,"The Ex, Dub Narcotic"
