country,city,venue,googlemaps_search_text,googlemaps_hyperlink,find1,find2,find3,link_y,link_x,test_coordinates,city_disambiguation,guess,unknown
England,London,Rex,"Rex, London, England","https://www.google.com/maps/place/Argos+Stratford,+58+The+Broadway,+London+E15+1NG,+United+Kingdom/@51.5420297,0.0025363,19z/data=!4m6!3m5!1s0x47d8a7898eb4310d:0xa58615b49c6c4c39!8m2!3d51.5420602!4d0.0024779!16s%2Fg%2F1tqtx44d",100,111,121,51.5420297,0.0025363,"51.5420297, 0.0025363",,0,0
England,London,Sir George Robey,"Sir George Robey, London, England","https://www.google.com/maps/place/51%C2%B033'47.3%22N+0%C2%B006'26.2%22W/@51.5631429,-0.1072634,19z/data=!4m4!3m3!8m2!3d51.563147!4d-0.107264",74,85,96,51.5631429,-0.1072634,"51.5631429, -0.1072634",,0,0
Germany,Berlin,Ex,"Ex, Berlin, Germany","https://www.google.com/maps/place/Mehringhof,+Gneisenaustra%C3%9Fe+2A,+10961+Berlin,+Germany/@52.4924633,13.388464,20z/data=!4m6!3m5!1s0x47a85028f7195e29:0x1ff8f4ca42e584c0!8m2!3d52.4924837!4d13.3884264!16s%2Fg%2F123658b7",94,105,115,52.4924633,13.388464,"52.4924633, 13.388464",,0,0
Germany,Berlin,Menza,"Menza, Berlin, Germany","https://www.google.com/maps/place/Marchstra%C3%9Fe+23,+10587+Berlin,+Germany/@52.516557,13.3236036,19z/data=!4m6!3m5!1s0x47a8511b0709b905:0x5731d340466368bc!8m2!3d52.5165831!4d13.32359!16s%2Fg%2F11b6ydh41m",78,88,99,52.516557,13.3236036,"52.516557, 13.3236036",,0,0
Germany,Berlin,Neue Welt,"Neue Welt, Berlin, Germany","https://www.google.com/maps/search/Neue+Welt,+Berlin,+Germany/@52.4867934,13.4217799,19z",63,74,85,52.4867934,13.4217799,"52.4867934, 13.4217799",,0,0
Germany,Berlin,SO 36,"SO 36, Berlin, Germany","https://www.google.com/maps/place/SO36,+Oranienstra%C3%9Fe+190,+10999+Berlin,+Germany/@52.5003761,13.4221024,19z/data=!4m6!3m5!1s0x47a84e345f157c27:0x3e57a93e13cd2a78!8m2!3d52.5003921!4d13.4221018!16s%2Fm%2F04gvm7g",87,98,109,52.5003761,13.4221024,"52.5003761, 13.4221024",,0,0
Germany,Berlin,Tempodrome,"Tempodrome, Berlin, Germany","https://www.google.com/maps/place/Kongresshalle,+John-Foster-Dulles-Allee+10,+10557+Berlin,+Germany/@52.5185909,13.3649273,14z/data=!4m6!3m5!1s0x47a851bbbf269edb:0x18bee690d0a85795!8m2!3d52.5189052!4d13.3647888!16s%2Fg%2F121vf3j2",101,112,123,52.5185909,13.3649273,"52.5185909, 13.3649273",,0,0
Germany,Berlin,TU Mensa,"TU Mensa, Berlin, Germany","https://www.google.com/maps/place/Marchstra%C3%9Fe+23,+10587+Berlin,+Germany/@52.516557,13.3236036,19z/data=!4m6!3m5!1s0x47a8511b0709b905:0x5731d340466368bc!8m2!3d52.5165831!4d13.32359!16s%2Fg%2F11b6ydh41m",78,88,99,52.516557,13.3236036,"52.516557, 13.3236036",,0,0
USA,Chicago,Aragon Ballroom,"Aragon Ballroom, Chicago, USA","https://www.google.com/maps/place/Byline+Bank+Aragon+Ballroom/@41.9693677,-87.6581433,19.82z/data=!4m5!3m4!1s0x880fd3d34ae18de9:0x30c89f9ebb8eb5fc!8m2!3d41.9693569!4d-87.6578703",63,74,86,41.9693677,-87.6581433,"41.9693677, -87.6581433",,0,0
USA,Chicago,Club Dreamerz,"Club Dreamerz, Chicago, USA","https://www.google.com/maps/place/1516+N+Milwaukee+Ave,+Chicago,+IL+60622,+USA/@41.9089026,-87.6758186,20z/data=!4m5!3m4!1s0x880fd2c706c61b69:0x37b746c6af5384b5!8m2!3d41.9088946!4d-87.6756673",80,91,103,41.9089026,-87.6758186,"41.9089026, -87.6758186",,0,0
USA,Chicago,Congress Theater,"Congress Theater, Chicago, USA","https://www.google.com/maps/place/Congress+Theater/@41.9201213,-87.6928397,19.6z/data=!4m5!3m4!1s0x880fd29935bb5771:0x8e217851c5f5f1ef!8m2!3d41.920122!4d-87.6925679",52,63,75,41.9201213,-87.6928397,"41.9201213, -87.6928397",,0,0
USA,Chicago,Medusa,"Medusa, Chicago, USA","https://www.google.com/maps/place/3257+N+Sheffield+Ave,+Chicago,+IL+60657,+USA/@41.9416056,-87.654309,19.6z/data=!4m5!3m4!1s0x880fd3ac173fffff:0x769e62b1591e7ac3!8m2!3d41.941574!4d-87.6540055",80,91,102,41.9416056,-87.654309,"41.9416056, -87.654309",,0,0
USA,Chicago,Rainbo Roller Rink,"Rainbo Roller Rink, Chicago, USA","https://www.google.com/maps/place/4812+N+Clark+St,+Chicago,+IL+60640,+USA/@41.9694975,-87.6679674,20.3z/data=!4m5!3m4!1s0x880fd22f5eda2751:0xa068ee6935437496!8m2!3d41.969494!4d-87.6677976",75,86,98,41.9694975,-87.6679674,"41.9694975, -87.6679674",,0,0
USA,Chicago,Vic Theater,"Vic Theater, Chicago, USA","https://www.google.com/maps/place/The+Vic+Theatre/@41.9395225,-87.6539408,21z/data=!4m5!3m4!1s0x880fd3abeecd6035:0x3be404a65ed3f128!8m2!3d41.939517!4d-87.6538329",51,62,74,41.9395225,-87.6539408,"41.9395225, -87.6539408",,0,0
USA,Columbia,Atholton High School Gym,"Atholton High School Gym, Columbia, USA","https://www.google.com/maps/place/Atholton+High+School/@39.1882852,-76.880577,20.12z/data=!4m5!3m4!1s0x89b7defb0aa07007:0x1ec6b27eb9cdd52f!8m2!3d39.1882749!4d-76.8804222",56,67,78,39.1882852,-76.880577,"39.1882852, -76.880577",,0,0
USA,Columbia,Blue Note,"Blue Note, Columbia, USA","https://www.google.com/maps/place/The+Blue+Note/@38.952167,-92.3277792,20.91z/data=!4m5!3m4!1s0x87dcb7c4902e997f:0x4b9c97ebebc91871!8m2!3d38.952167!4d-92.3276695",49,59,71,38.952167,-92.3277792,"38.952167, -92.3277792",,0,0
USA,Columbia,Clyde's,"Clyde's, Columbia, USA","https://www.google.com/maps/place/Clyde's+of+Columbia/@39.2155475,-76.8562828,20.12z/data=!4m5!3m4!1s0x89b7df9643f593eb:0x791c36a5de40699d!8m2!3d39.2155138!4d-76.8561678",55,66,78,39.2155475,-76.8562828,"39.2155475, -76.8562828",,0,0
USA,Columbia,Dance Graphics,"Dance Graphics, Columbia, USA",,,,,,,,,0,1
USA,Columbia,National Guard Armory,"National Guard Armory, Columbia, USA","https://www.google.com/maps/place/South+Carolina+National+Guard+Armory/@33.968987,-81.0165886,17.26z/data=!4m13!1m7!3m6!1s0x88f8baf1d9112c1b:0x8c321ce4a801b638!2s1225+Bluff+Rd,+Columbia,+SC+29201,+USA!3b1!8m2!3d33.9690311!4d-81.0165868!3m4!1s0x88f8baefda3df1e5:0xbc97c7ce680aa2c5!8m2!3d33.9689129!4d-81.0172103",72,82,94,33.968987,-81.0165886,"33.968987, -81.0165886",,0,0
USA,Columbia,Rockefella's,"Rockefella's, Columbia, USA","https://www.google.com/maps/place/2112+Devine+St,+Columbia,+SC+29205,+USA/@33.9987188,-81.0150105,17z/data=!3m1!4b1!4m5!3m4!1s0x88f8bacc76bfa853:0xe3078018c42f3f82!8m2!3d33.9987188!4d-81.0150105",75,86,98,33.9987188,-81.0150105,"33.9987188, -81.0150105",,0,0
USA,Richmond,Floodzone,"Floodzone, Richmond, USA","https://www.google.com/maps/place/Cooper+Lofts/@37.5324794,-77.427968,21z/data=!4m5!3m4!1s0x89b1111e8539ff9d:0xf05ddf113e236fc!8m2!3d37.5324648!4d-77.4279049",48,59,70,37.5324794,-77.427968,"37.5324794, -77.427968",,0,0
USA,Richmond,Metro,"Metro, Richmond, USA","https://www.google.com/maps/place/727+W+Broad+St,+Richmond,+VA+23220,+USA/@37.5496167,-77.4493199,20.91z/data=!4m5!3m4!1s0x89b11147dbb4f767:0x58c7b597eb9d8ccd!8m2!3d37.54961!4d-77.4492115",75,86,98,37.5496167,-77.4493199,"37.5496167, -77.4493199",,0,0
USA,Richmond,New Horizons,"New Horizons, Richmond, USA","https://www.google.com/maps/place/ChargePoint+Charging+Station/@37.5512966,-77.4519549,19.12z/data=!4m13!1m7!3m6!1s0x89b111468e6c56cd:0x93523ebca4c9ea3c!2sVCU,+Richmond,+VA,+USA!3b1!8m2!3d37.54635!4d-77.4515525!3m4!1s0x89b11148b760f605:0x5437c5a847632e1!8m2!3d37.5515395!4d-77.4521814",64,75,87,37.5512966,-77.4519549,"37.5512966, -77.4519549",,0,0
USA,Richmond,Twisters,"Twisters, Richmond, USA","https://www.google.com/maps/place/929+W+Grace+St,+Richmond,+VA+23220,+USA/@37.5506178,-77.4533776,18.56z/data=!4m5!3m4!1s0x89b11148aae8220f:0x735db3d5e0ac28af!8m2!3d37.5505801!4d-77.4528965",75,86,98,37.5506178,-77.4533776,"37.5506178, -77.4533776",,0,0
USA,Richmond,University of Richmond Greek Amphitheater,"University of Richmond Greek Amphitheater, Richmond, USA","https://www.google.com/maps/place/Jenkins+Greek+Theater/@37.5768992,-77.5427741,18.91z/data=!4m5!3m4!1s0x0:0x70c15ee9d3f34373!8m2!3d37.5766255!4d-77.5425175",57,68,80,37.5768992,-77.5427741,"37.5768992, -77.5427741",,0,0
USA,Richmond,Virginia Commonwealth University Shafer Court,"Virginia Commonwealth University Shafer Court, Richmond, USA","https://www.google.com/maps/place/Shafer+Court+Dining+Center,+Richmond,+VA+23284,+USA/@37.5481983,-77.4526566,19.6z/data=!4m5!3m4!1s0x89b111467b1ac4bb:0xd36ecc0f0c6f015a!8m2!3d37.5481656!4d-77.4524182",87,98,110,37.5481983,-77.4526566,"37.5481983, -77.4526566",,0,0
England,Leeds,Duchess of York,"Duchess of York, Leeds, England","https://www.google.com/maps/place/71+Vicar+Ln,+Leeds+LS1+7JH,+UK/@53.7985279,-1.5401236,20z/data=!4m5!3m4!1s0x48795c1a168769a3:0x8caf1d2f8f980c8!8m2!3d53.7985282!4d-1.540116",66,77,88,53.7985279,-1.5401236,"53.7985279, -1.5401236",,0,0
England,Leeds,Irish Centre,"Irish Centre, Leeds, England","https://www.google.com/maps/place/The+Leeds+Irish+Centre,+York+Rd,+Leeds+LS9+9NT,+United+Kingdom/@53.7972789,-1.5157354,17z/data=!4m6!3m5!1s0x48795c6925dc9559:0x9ce4433b1c0973cd!8m2!3d53.7972789!4d-1.5157354!16s%2Fg%2F1tj32n1b",98,109,120,53.7972789,-1.5157354,"53.7972789, -1.5157354",,0,0
England,Leeds,Leeds Polytechnic,"Leeds Polytechnic, Leeds, England","https://www.google.com/maps/place/Leeds+Beckett+Students'+Union,+Portland+Building,+Portland+Way,+Leeds+LS1+3HE,+United+Kingdom/@53.8039545,-1.5479604,17z/data=!4m14!1m7!3m6!1s0x48795c02da8a25af:0xc438aa25a6e7295a!2sLeeds+Beckett+University,+Leeds+LS1+3HE,+United+Kingdom!8m2!3d53.8035274!4d-1.5480355!16zL20vMDM0NGps!3m5!1s0x48795c02da8a49d7:0x3834c0c1e17f0c71!8m2!3d53.8039318!4d-1.5479312!16s%2Fg%2F11c702kmds",129,140,151,53.8039545,-1.5479604,"53.8039545, -1.5479604",,0,0
England,Leeds,Metro University,"Metro University, Leeds, England","https://www.google.com/maps/place/Leeds+Beckett+Students'+Union,+Portland+Building,+Portland+Way,+Leeds+LS1+3HE,+United+Kingdom/@53.8039545,-1.5479604,17z/data=!4m14!1m7!3m6!1s0x48795c02da8a25af:0xc438aa25a6e7295a!2sLeeds+Beckett+University,+Leeds+LS1+3HE,+United+Kingdom!8m2!3d53.8035274!4d-1.5480355!16zL20vMDM0NGps!3m5!1s0x48795c02da8a49d7:0x3834c0c1e17f0c71!8m2!3d53.8039318!4d-1.5479312!16s%2Fg%2F11c702kmds",129,140,151,53.8039545,-1.5479604,"53.8039545, -1.5479604",,0,0
England,Leeds,Metropolitan University,"Metropolitan University, Leeds, England","https://www.google.com/maps/place/Leeds+Beckett+Students'+Union,+Portland+Building,+Portland+Way,+Leeds+LS1+3HE,+United+Kingdom/@53.8039545,-1.5479604,17z/data=!4m14!1m7!3m6!1s0x48795c02da8a25af:0xc438aa25a6e7295a!2sLeeds+Beckett+University,+Leeds+LS1+3HE,+United+Kingdom!8m2!3d53.8035274!4d-1.5480355!16zL20vMDM0NGps!3m5!1s0x48795c02da8a49d7:0x3834c0c1e17f0c71!8m2!3d53.8039318!4d-1.5479312!16s%2Fg%2F11c702kmds",129,140,151,53.8039545,-1.5479604,"53.8039545, -1.5479604",,0,0
England,Manchester,Academy,"Academy, Manchester, England","https://www.google.com/maps/place/Manchester+Academy,+Manchester+University+Students+Union,+Oxford+Rd,+Manchester+M13+9PR,+United+Kingdom/@53.463697,-2.231457,17z/data=!4m6!3m5!1s0x487bb18db7632207:0xbe78ee4cd07ed349!8m2!3d53.463697!4d-2.231457!16zL20vMDZfZ2tx",139,149,159,53.463697,-2.231457,"53.463697, -2.231457",,0,0
England,Manchester,Boardwalk,"Boardwalk, Manchester, England","https://www.google.com/maps/place/Evason+Fildes+Ltd,+Boardwalk+21,+Little+Peter+St,+Manchester+M15+4PS,+United+Kingdom/@53.4736904,-2.2504762,20z/data=!4m6!3m5!1s0x487bb184e7fa665f:0xc91fe319fd738323!8m2!3d53.4736831!4d-2.2505252!16s%2Fg%2F11h030hbjl",120,131,142,53.4736904,-2.2504762,"53.4736904, -2.2504762",,0,0
England,Manchester,Irish Centre Ardri Hall,"Irish Centre Ardri Hall, Manchester, England","https://www.google.com/maps/place/53.464377,+-2.239630/@53.4643701,-2.2395845,19z/data=!4m4!3m3!8m2!3d53.4643772!4d-2.2396301",56,67,78,53.4643701,-2.2395845,"53.4643701, -2.2395845",,0,0
England,Manchester,Manchester University,"Manchester University, Manchester, England","https://www.google.com/maps/place/University+of+Manchester+Students'+Union,+Oxford+Rd,+Manchester+M13+9PR,+United+Kingdom/@53.464375,-2.232166,17z/data=!4m6!3m5!1s0x487bb18db7632207:0x447a3d49fbf7ed74!8m2!3d53.464375!4d-2.232166!16zL20vMDZtemQ3",123,133,143,53.464375,-2.232166,"53.464375, -2.232166",,0,0
England,Manchester,University Student Union,"University Student Union, Manchester, England","https://www.google.com/maps/place/University+of+Manchester+Students'+Union,+Oxford+Rd,+Manchester+M13+9PR,+United+Kingdom/@53.464375,-2.232166,17z/data=!4m6!3m5!1s0x487bb18db7632207:0x447a3d49fbf7ed74!8m2!3d53.464375!4d-2.232166!16zL20vMDZtemQ3",123,133,143,53.464375,-2.232166,"53.464375, -2.232166",,0,0
England,Nottingham,Marcus Garvey Centre,"Marcus Garvey Centre, Nottingham, England","https://www.google.com/maps/place/Marcus+Garvey+Centre,+221+Lenton+Blvd,+Lenton,+Nottingham+NG7+2BY,+United+Kingdom/@52.95305,-1.1758912,19z/data=!4m6!3m5!1s0x4879c21f85018911:0xe842c9c2cba4ed84!8m2!3d52.9530182!4d-1.176013!16s%2Fm%2F03gw16y",117,126,137,52.95305,-1.1758912,"52.95305, -1.1758912",,0,0
England,Nottingham,Nottingham Polytechnic,"Nottingham Polytechnic, Nottingham, England","https://www.google.com/maps/place/The+Level,+Shakespeare+St,+Nottingham+NG1+4GH,+United+Kingdom/@52.9584506,-1.154294,17z/data=!4m9!1m2!2m1!1sconcert+hall!3m5!1s0x4879c1813ff1d897:0x43311bbcfb1bf049!8m2!3d52.9582309!4d-1.1541594!16s%2Fg%2F11f1tkndvj",97,108,118,52.9584506,-1.154294,"52.9584506, -1.154294",,0,0
England,Nottingham,Rock City,"Rock City, Nottingham, England","https://www.google.com/maps/place/Rock+City,+8+Talbot+St,+Nottingham+NG1+5GG,+United+Kingdom/@52.9561115,-1.1539779,19z/data=!4m6!3m5!1s0x4879c180e9df570d:0xc82bf6b386883bfb!8m2!3d52.9560775!4d-1.1540776!16zL20vMDR0N2c4",94,105,116,52.9561115,-1.1539779,"52.9561115, -1.1539779",,0,0
England,Nottingham,Trent University,"Trent University, Nottingham, England","https://www.google.com/maps/place/The+Level,+Shakespeare+St,+Nottingham+NG1+4GH,+United+Kingdom/@52.9584506,-1.154294,17z/data=!4m9!1m2!2m1!1sconcert+hall!3m5!1s0x4879c1813ff1d897:0x43311bbcfb1bf049!8m2!3d52.9582309!4d-1.1541594!16s%2Fg%2F11f1tkndvj",97,108,118,52.9584506,-1.154294,"52.9584506, -1.154294",,0,0
England,Nottingham,Underground Hic,"Underground Hic, Nottingham, England","https://www.google.com/maps/place/The+Angel+Microbrewery,+7+Stoney+St,+Nottingham+NG1+1LG,+United+Kingdom/@52.953436,-1.143354,20z/data=!4m14!1m7!3m6!1s0x4879c3d5e1695e79:0x37b8dc2c7f30f8f0!2s7+Stoney+St,+Nottingham+NG1+1LG,+UK!8m2!3d52.9534318!4d-1.1433794!16s%2Fg%2F11bw3yqzkn!3m5!1s0x4879c3d5e65a314d:0x2826f5ebaea6623e!8m2!3d52.953373!4d-1.143441!16s%2Fg%2F1tfcyb7s?gl=cl",107,117,127,52.953436,-1.143354,"52.953436, -1.143354",,1,0
Ireland,Dublin,McGonagles,"McGonagles, Dublin, Ireland","https://www.google.com/maps/place/21+Anne+St+S,+Dublin+2,+D02+CH94,+Ireland/@53.3409553,-6.2587676,20z/data=!4m6!3m5!1s0x48670e9bef1d9277:0x2ea22be286b19947!8m2!3d53.3409699!4d-6.2587817!16s%2Fg%2F11c2hz0_rl?gl=cl",77,88,99,53.3409553,-6.2587676,"53.3409553, -6.2587676",,0,0
Ireland,Dublin,Ormond Center,"Ormond Center, Dublin, Ireland","https://www.google.com/maps/place/The+Morrison+Dublin,+Curio+Collection+by+Hilton,+Ormond+Quay+Lower,+North+City,+Dublin,+Ireland/@53.3463585,-6.2658555,19z/data=!4m9!1m2!2m1!1shotels+on+ormond+quay!3m5!1s0x48670e83401492d5:0xdc556b1fc3ff0b3b!8m2!3d53.3463443!4d-6.2659404!16s%2Fg%2F1vzg1nt9",131,142,153,53.3463585,-6.2658555,"53.3463585, -6.2658555",,0,0
Ireland,Dublin,Red Box,"Red Box, Dublin, Ireland","https://www.google.com/maps/place/The+Old+Harcourt+Street+Train+Station,+Harcourt+St,+Saint+Kevin's,+Dublin+2,+Ireland/@53.3334175,-6.2624075,20z/data=!4m6!3m5!1s0x48670ea03416333f:0x1fce39b582a47690!8m2!3d53.3334496!4d-6.2624405!16s%2Fg%2F119vjh62n",120,131,142,53.3334175,-6.2624075,"53.3334175, -6.2624075",,0,0
Ireland,Dublin,SFX,"SFX, Dublin, Ireland","https://www.google.com/maps/place/23+Sherrard+Street+Upper,+Dublin,+Ireland/@53.3605618,-6.2576209,20z/data=!4m6!3m5!1s0x48670e634aa4e441:0x2ef886c1f3dd8ad2!8m2!3d53.3605584!4d-6.2576579!16s%2Fg%2F11ghpkk75k?gl=cl",77,88,99,53.3605618,-6.2576209,"53.3605618, -6.2576209",,0,0
Ireland,Dublin,Temple Bar Music Center,"Temple Bar Music Center, Dublin, Ireland","https://www.google.com/maps/place/The+Temple+Bar+Music+Centre,+Temple+Bar+Music+Centre,+Curved+St,+Temple+Bar,+Dublin+2,+Ireland/@53.3450708,-6.2643672,21z/data=!4m6!3m5!1s0x48670f8ebe1640d1:0x341e769044c77a60!8m2!3d53.3450721!4d-6.2643696!16s%2Fg%2F11hdt4kkzh",130,141,152,53.3450708,-6.2643672,"53.3450708, -6.2643672",,0,0
USA,Dallas,2301 Canton Warehouse,"2301 Canton Warehouse, Dallas, USA","https://www.google.com/maps/place/2305+Canton+St,+Dallas,+TX+75201,+USA/@32.7812264,-96.788434,19z/data=!4m6!3m5!1s0x864e98e095065697:0x9750e365cd73652f!8m2!3d32.7813046!4d-96.7883534!16s%2Fg%2F11scv0f49n",73,84,95,32.7812264,-96.788434,"32.7812264, -96.788434",,0,0
USA,Dallas,Bomb Factory,"Bomb Factory, Dallas, USA","https://www.google.com/maps/place/The+Bomb+Factory,+2713+Canton+St,+Dallas,+TX+75226,+United+States/@32.782355,-96.7838027,17z/data=!4m6!3m5!1s0x864e98e785cacf91:0x20f413cde07ef835!8m2!3d32.782355!4d-96.7838027!16s%2Fg%2F11cncfv1_y",101,111,123,32.782355,-96.7838027,"32.782355, -96.7838027",,0,0
USA,Dallas,Deep Ellum Live,"Deep Ellum Live, Dallas, USA","https://www.google.com/maps/place/Canton+Hall,+2727+Canton+St,+Dallas,+TX+75226,+United+States/@32.782476,-96.7832497,17z/data=!4m6!3m5!1s0x864e98e7894b53a3:0x56e94502c8777ad1!8m2!3d32.782476!4d-96.7832497!16s%2Fg%2F11fxx57cy6",96,106,118,32.782476,-96.7832497,"32.782476, -96.7832497",,0,0
USA,Dallas,Galaxy,"Galaxy, Dallas, USA","https://www.google.com/maps/place/2808+Commerce+St,+Dallas,+TX+75226,+USA/@32.7829848,-96.7826578,15z/data=!4m6!3m5!1s0x864e98dd5effde13:0x4a7e3d9433bab589!8m2!3d32.7829848!4d-96.7826578!16s%2Fg%2F11c4kq597d?gl=cl",75,86,98,32.7829848,-96.7826578,"32.7829848, -96.7826578",,0,0
USA,Dallas,Honest Place,"Honest Place, Dallas, USA","https://www.google.com/maps/place/8170+Walton+Blvd,+Irving,+TX+75063,+USA/@32.919707,-96.9641351,15z/data=!4m6!3m5!1s0x864c29ad4c32298d:0xc3c93f3b3f008a24!8m2!3d32.919707!4d-96.9641351!16s%2Fg%2F11bw42m6q0?gl=cl",75,85,97,32.919707,-96.9641351,"32.919707, -96.9641351",,1,0
USA,Green Bay,Howard Haus,"Howard Haus, Green Bay, USA","https://www.google.com/maps/place/Premier+Electric,+3832+Velp+Ave,+Green+Bay,+WI+54313,+USA/@44.5786555,-88.0771367,15z/data=!4m6!3m5!1s0x8802f124585c00c7:0x8db6628401a25839!8m2!3d44.5786555!4d-88.0771367!16s%2Fg%2F11crrtd6_r?gl=cl",93,104,116,44.5786555,-88.0771367,"44.5786555, -88.0771367",,0,0
USA,Green Bay,Kutska Hall,"Kutska Hall, Green Bay, USA","https://www.google.com/maps/place/2598+Glendale+Ave,+Green+Bay,+WI+54313,+USA/@44.5657576,-88.083855,15z/data=!4m6!3m5!1s0x8802f0d114e70d9f:0xd9268b8372bb490a!8m2!3d44.5657576!4d-88.083855!16s%2Fg%2F11bw421fz3?gl=cl",79,90,101,44.5657576,-88.083855,"44.5657576, -88.083855",,0,0
USA,Green Bay,Orpheum Theater,"Orpheum Theater, Green Bay, USA","https://www.google.com/maps/place/217+E+Walnut+St,+Green+Bay,+WI+54301,+USA/@44.5142754,-88.0150968,17z/data=!4m6!3m5!1s0x8802fab589b08645:0xbbe01eb993ff6ffd!8m2!3d44.5142754!4d-88.0150968!16s%2Fg%2F11c1z_j3q4",77,88,100,44.5142754,-88.0150968,"44.5142754, -88.0150968",,0,0
USA,Green Bay,Riverside Ballroom,"Riverside Ballroom, Green Bay, USA","https://www.google.com/maps/place/Riverside+Ballroom,+1560+Main+St,+Green+Bay,+WI+54302,+United+States/@44.5047192,-87.9872394,17z/data=!4m6!3m5!1s0x8802e510b1fbbbcb:0x926c6cfd68d83c10!8m2!3d44.5047192!4d-87.9872394!16s%2Fm%2F04yc7h6",104,115,127,44.5047192,-87.9872394,"44.5047192, -87.9872394",,0,0
USA,Green Bay,Wherehouse,"Wherehouse, Green Bay, USA","https://www.google.com/maps/place/209+N+Washington+St,+Green+Bay,+WI+54301,+USA/@44.5157552,-88.0155556,15z/data=!4m6!3m5!1s0x8802fab5c75d0a41:0x6a266d883825b66a!8m2!3d44.5157552!4d-88.0155556!16s%2Fg%2F11c3q3_zx9?gl=cl",81,92,104,44.5157552,-88.0155556,"44.5157552, -88.0155556",,0,0
USA,Louisville,Brewery,"Brewery, Louisville, USA","https://www.google.com/maps/place/The+Brewery,+426+Baxter+Ave,+Louisville,+KY+40204,+United+States/@38.2482797,-85.7307261,17z/data=!4m6!3m5!1s0x886972d7353978db:0xf5a8a46ebc07a6a5!8m2!3d38.2482797!4d-85.7307261!16s%2Fg%2F11bbt7jhv2",100,111,123,38.2482797,-85.7307261,"38.2482797, -85.7307261",,0,0
USA,Louisville,Highland Hall,"Highland Hall, Louisville, USA","https://www.google.com/maps/place/2919+Bardstown+Rd,+Louisville,+KY+40205,+USA/@38.2161822,-85.6748571,15z/data=!4m6!3m5!1s0x88690b5d56576f49:0x108ef053b3403132!8m2!3d38.2161822!4d-85.6748571!16s%2Fg%2F11b8z8pk27?gl=cl",80,91,103,38.2161822,-85.6748571,"38.2161822, -85.6748571",,0,0
USA,Louisville,Kentucky Theater,"Kentucky Theater, Louisville, USA","https://www.google.com/maps/place/651+S+4th+St,+Louisville,+KY+40202,+USA/@38.2471708,-85.7577874,15z/data=!4m6!3m5!1s0x886972ae46fe17c3:0x168bce6080b1aac2!8m2!3d38.2471708!4d-85.7577874!16s%2Fg%2F11c24jgjrd?gl=cl",75,86,98,38.2471708,-85.7577874,"38.2471708, -85.7577874",,0,0
USA,Louisville,Spectrum Cultural Center,"Spectrum Cultural Center, Louisville, USA","https://www.google.com/maps/place/Salvation+Army,+911+S+Brook+St,+Louisville,+KY+40203,+United+States/@38.2407479,-85.7522827,17z/data=!4m6!3m5!1s0x886972b36c52c2a3:0x4558e8cd58edc1d5!8m2!3d38.2407479!4d-85.7522827!16s%2Fg%2F1tg3bvdz",103,114,126,38.2407479,-85.7522827,"38.2407479, -85.7522827",,0,0
USA,Louisville,Tewligans,"Tewligans, Louisville, USA","https://www.google.com/maps/place/1047+Bardstown+Rd,+Louisville,+KY+40204,+USA/@38.2394854,-85.7223705,15z/data=!4m6!3m5!1s0x8869732b3009f5cd:0x5928a18fb43fca41!8m2!3d38.2394854!4d-85.7223705!16s%2Fg%2F11bw4rlzhf?gl=cl",80,91,103,38.2394854,-85.7223705,"38.2394854, -85.7223705",,0,0
USA,Phoenix,Celebrity Theater,"Celebrity Theater, Phoenix, USA","https://www.google.com/maps/place/Celebrity+Theatre,+440+N+32nd+St,+Phoenix,+AZ+85008,+United+States/@33.4544264,-112.0147804,17z/data=!4m6!3m5!1s0x872b0e77d33f7857:0xc638d6e79f2c6d14!8m2!3d33.4544264!4d-112.0147804!16s%2Fm%2F0by1qjw",102,113,126,33.4544264,-112.0147804,"33.4544264, -112.0147804",,0,0
USA,Phoenix,Party Gardens,"Party Gardens, Phoenix, USA","https://www.google.com/maps/place/E+Van+Buren+St+%26+N+55th+St,+Phoenix,+AZ+85008,+USA/@33.4510218,-111.9633224,15z/data=!4m6!3m5!1s0x872b0eb0883b6af5:0xbb06bd8b025d6111!8m2!3d33.4510218!4d-111.9633224!16s%2Fg%2F11gf44t2jd?gl=cl",88,99,112,33.4510218,-111.9633224,"33.4510218, -111.9633224",,0,0
USA,Phoenix,Silver Dollar,"Silver Dollar, Phoenix, USA","https://www.google.com/maps/place/E+Madison+St,+Phoenix,+AZ,+USA/@33.4462876,-112.0259144,17z/data=!4m6!3m5!1s0x872b0e732730a2bd:0x58460a784fd39b10!8m2!3d33.4462876!4d-112.0259144!16s%2Fg%2F1tfh_18v?gl=cl",66,77,90,33.4462876,-112.0259144,"33.4462876, -112.0259144",,0,0
USA,Phoenix,Time Out of Mind,"Time Out of Mind, Phoenix, USA","https://www.google.com/maps/place/33.409816,+-112.001643/@33.4091739,-112.0011179,17z/data=!4m4!3m3!8m2!3d33.4098165!4d-112.0016433?gl=cl",58,69,82,33.4091739,-112.0011179,"33.4091739, -112.0011179",,0,0
