country,city,venue,googlemaps_hyperlink,find1,find2,find3,y,x,test_coordinates
USA,Columbia (MO),Blue Note,"https://www.google.com/maps/?q=38.952167,-92.3277792",31,41,52,38.952167,-92.327779,"38.952167, -92.327779"
USA,Columbia (SC),Dance Graphics,"https://www.google.com/maps/?q=34.0032201,-81.0175133",31,42,53,34.0032201,-81.017513,"34.0032201, -81.017513"
USA,Columbia (SC),National Guard Armory,"https://www.google.com/maps/?q=33.968987,-81.0165886",31,41,52,33.968987,-81.016588,"33.968987, -81.016588"
USA,Columbia (SC),Rockefella's,"https://www.google.com/maps/?q=33.9987188,-81.0150105",31,42,53,33.9987188,-81.015010,"33.9987188, -81.015010"
USA,Columbus,Newport,"https://www.google.com/maps/?q=39.9974613,-83.0074049",31,42,53,39.9974613,-83.007404,"39.9974613, -83.007404"
USA,Conway,"Hendrix University, Hulen Ballroom","https://www.google.com/maps/?q=35.0995323,-92.4406773",31,42,53,35.0995323,-92.440677,"35.0995323, -92.440677"
USA,Dallas,2301 Canton Warehouse,"https://www.google.com/maps/?q=32.7812264,-96.788434",31,42,52,32.7812264,-96.78843,"32.7812264, -96.78843"
USA,Dallas,Bomb Factory,"https://www.google.com/maps/?q=32.782355,-96.7838027",31,41,52,32.782355,-96.783802,"32.782355, -96.783802"
USA,Dallas,Deep Ellum Live,"https://www.google.com/maps/?q=32.782476,-96.7832497",31,41,52,32.782476,-96.783249,"32.782476, -96.783249"
USA,Dallas,Galaxy,"https://www.google.com/maps/?q=32.7829848,-96.7826578",31,42,53,32.7829848,-96.782657,"32.7829848, -96.782657"
USA,Dallas,Honest Place,"https://www.google.com/maps/?q=32.784705,-96.77473",31,41,50,32.784705,-96.7747,"32.784705, -96.7747"
USA,Dayton,1470 West,"https://www.google.com/maps/?q=39.7080824,-84.2004096",31,42,53,39.7080824,-84.200409,"39.7080824, -84.200409"
USA,Dayton,Dayton Fest / Brookwood Island,"https://www.google.com/maps/?q=39.8237884,-84.1714127",31,42,53,39.8237884,-84.171412,"39.8237884, -84.171412"
USA,Dayton,Electrician's Hall,"https://www.google.com/maps/?q=39.7687738,-84.1387928",31,42,53,39.7687738,-84.138792,"39.7687738, -84.138792"
USA,Denver,Atzlan Theater,"https://www.google.com/maps/?q=39.7319029,-104.998398",31,42,53,39.7319029,-104.99839,"39.7319029, -104.99839"
USA,Denver,Gothic Theater,"https://www.google.com/maps/?q=39.6576507,-104.9880608",31,42,54,39.6576507,-104.988060,"39.6576507, -104.988060"
USA,Denver,Mammoth Events Center,"https://www.google.com/maps/?q=39.7405866,-104.9770112",31,42,54,39.7405866,-104.977011,"39.7405866, -104.977011"
USA,Denver,Ogden Theater,"https://www.google.com/maps/?q=39.7402948,-104.9753025",31,42,54,39.7402948,-104.975302,"39.7402948, -104.975302"
USA,Des Moines,Hairy Mary's,"https://www.google.com/maps/?q=41.6006406,-93.64872",31,42,51,41.6006406,-93.6487,"41.6006406, -93.6487"
USA,Des Moines,Safari Club,"https://www.google.com/maps/?q=41.6006406,-93.64872",31,42,51,41.6006406,-93.6487,"41.6006406, -93.6487"
USA,Detroit,Majestic Theater,"https://www.google.com/maps/?q=42.351443,-83.0601082",31,41,52,42.351443,-83.060108,"42.351443, -83.060108"
USA,Detroit,St. Dominick's Church,"https://www.google.com/maps/?q=42.3522837,-83.0776198",31,42,53,42.3522837,-83.077619,"42.3522837, -83.077619"
USA,Detroit,State Theater,"https://www.google.com/maps/?q=42.3378093,-83.0517268",31,42,53,42.3378093,-83.051726,"42.3378093, -83.051726"
USA,Durham,University of New Hampshire M.U.B.,"https://www.google.com/maps/?q=43.1340422,-70.9301526",31,42,53,43.1340422,-70.930152,"43.1340422, -70.930152"
USA,Eau Claire,"University of Wisconsin, Fire Room","https://www.google.com/maps/?q=44.7985941,-91.5002358",31,42,53,44.7985941,-91.500235,"44.7985941, -91.500235"
USA,Edmond,Edmond Historical Society Preservation Hall,"https://www.google.com/maps/?q=35.6527404,-97.4788444",31,42,53,35.6527404,-97.478844,"35.6527404, -97.478844"
USA,El Paso,Club 101,"https://www.google.com/maps/?q=31.7595351,-106.4867377",31,42,54,31.7595351,-106.486737,"31.7595351, -106.486737"
USA,El Paso,E9,"https://www.google.com/maps/?q=31.7569872,-106.4941054",31,42,54,31.7569872,-106.494105,"31.7569872, -106.494105"
USA,El Paso,Metropolis,"https://www.google.com/maps/?q=31.7469212,-106.3201207",31,42,54,31.7469212,-106.320120,"31.7469212, -106.320120"
USA,Encinitas,La Paloma Theater,"https://www.google.com/maps/?q=33.046375,-117.2936257",31,41,53,33.046375,-117.293625,"33.046375, -117.293625"
USA,Eugene,W.O.W. Hall,"https://www.google.com/maps/?q=44.0511031,-123.0970745",31,42,54,44.0511031,-123.097074,"44.0511031, -123.097074"
USA,Eureka,National Guard Armory,"https://www.google.com/maps/?q=40.7764295,-124.1439044",31,42,54,40.7764295,-124.143904,"40.7764295, -124.143904"
USA,Fairfax,George Mason University Johnson Center,"https://www.google.com/maps/?q=38.8300726,-77.3077621",31,42,53,38.8300726,-77.307762,"38.8300726, -77.307762"
USA,Fargo,Elks Lodge,"https://www.google.com/maps/?q=46.9220089,-96.7858163",31,42,53,46.9220089,-96.785816,"46.9220089, -96.785816"
USA,Fargo,Playmaker's Pavillion,"https://www.google.com/maps/?q=46.8661266,-96.8216552",31,42,53,46.8661266,-96.821655,"46.8661266, -96.821655"
USA,Fayetteville,Studio 225,"https://www.google.com/maps/?q=36.0657152,-94.1667044",31,42,53,36.0657152,-94.166704,"36.0657152, -94.166704"
USA,Fitchburg,Wallace Civic Center,"https://www.google.com/maps/?q=42.5948996,-71.7844699",31,42,53,42.5948996,-71.784469,"42.5948996, -71.784469"
USA,Flint,Capitol Theater,"https://www.google.com/maps/?q=43.0154317,-83.6889557",31,42,53,43.0154317,-83.688955,"43.0154317, -83.688955"
USA,Flint,"Fallout Shelter, Capitol Theatre","https://www.google.com/maps/?q=43.0154317,-83.6889557",31,42,53,43.0154317,-83.688955,"43.0154317, -83.688955"
USA,Florence,Forefounders Hall,"https://www.google.com/maps/?q=34.1925208,-79.6541776",31,42,53,34.1925208,-79.654177,"34.1925208, -79.654177"
USA,Fort Lauderdale,Chili Pepper,"https://www.google.com/maps/?q=26.121094,-80.146162",31,41,51,26.121094,-80.14616,"26.121094, -80.14616"
USA,Fort Lauderdale,Edge,"https://www.google.com/maps/?q=26.121358,-80.1461974",31,41,52,26.121358,-80.146197,"26.121358, -80.146197"
USA,Fort Worth,Axis,"https://www.google.com/maps/?q=32.7307225,-97.3256871",31,42,53,32.7307225,-97.325687,"32.7307225, -97.325687"
USA,Fort Worth,Ridglea Theater,"https://www.google.com/maps/?q=32.7287826,-97.4145768",31,42,53,32.7287826,-97.414576,"32.7287826, -97.414576"
USA,Frederick,Weinberg Center,"https://www.google.com/maps/?q=39.413706,-77.4117209",31,41,52,39.413706,-77.411720,"39.413706, -77.411720"
USA,Fresno,Knights of Columbus Hall,"https://www.google.com/maps/?q=36.7615716,-119.7818095",31,42,54,36.7615716,-119.781809,"36.7615716, -119.781809"
USA,Gainesville,American Legion Hall,"https://www.google.com/maps/?q=29.6987199,-82.3362838",31,42,53,29.6987199,-82.336283,"29.6987199, -82.336283"
USA,Gainesville,Brick City,"https://www.google.com/maps/?q=29.6523926,-82.3277054",31,42,53,29.6523926,-82.327705,"29.6523926, -82.327705"
USA,Gainesville,Club Demolition,"https://www.google.com/maps/?q=29.6509125,-82.3345617",31,42,53,29.6509125,-82.334561,"29.6509125, -82.334561"
USA,Gainesville,Florida Theater,"https://www.google.com/maps/?q=29.6518136,-82.3273456",31,42,53,29.6518136,-82.327345,"29.6518136, -82.327345"
USA,Green Bay,Howard Haus,"https://www.google.com/maps/?q=44.5786555,-88.0771367",31,42,53,44.5786555,-88.077136,"44.5786555, -88.077136"
USA,Green Bay,Kutska Hall,"https://www.google.com/maps/?q=44.5657576,-88.083855",31,42,52,44.5657576,-88.08385,"44.5657576, -88.08385"
USA,Green Bay,Orpheum Theater,"https://www.google.com/maps/?q=44.5142754,-88.0150968",31,42,53,44.5142754,-88.015096,"44.5142754, -88.015096"
USA,Green Bay,Riverside Ballroom,"https://www.google.com/maps/?q=44.5047192,-87.9872394",31,42,53,44.5047192,-87.987239,"44.5047192, -87.987239"
USA,Green Bay,Wherehouse,"https://www.google.com/maps/?q=44.5157552,-88.0155556",31,42,53,44.5157552,-88.015555,"44.5157552, -88.015555"
USA,Greensboro,Miracle House,"https://www.google.com/maps/?q=36.0722404,-79.785337",31,42,52,36.0722404,-79.78533,"36.0722404, -79.78533"
USA,Greensboro,"Sternberger Hall, Guilford College","https://www.google.com/maps/?q=36.0941952,-79.8875283",31,42,53,36.0941952,-79.887528,"36.0941952, -79.887528"
USA,Greensboro,Trim Shop,"https://www.google.com/maps/?q=36.0720412,-79.7863703",31,42,53,36.0720412,-79.786370,"36.0720412, -79.786370"
USA,Hagerstown,180 Club,"https://www.google.com/maps/?q=39.6411589,-77.7224592",31,42,53,39.6411589,-77.722459,"39.6411589, -77.722459"
USA,Harrisonburg,James Madison U. Godwin Gym/MacRock,"https://www.google.com/maps/?q=38.4351896,-78.8712358",31,42,53,38.4351896,-78.871235,"38.4351896, -78.871235"
USA,Harrisonburg,James Madison University,"https://www.google.com/maps/?q=38.4351896,-78.8712358",31,42,53,38.4351896,-78.871235,"38.4351896, -78.871235"
USA,Hartford,West Indian Social Club,"https://www.google.com/maps/?q=41.7970798,-72.6627116",31,42,53,41.7970798,-72.662711,"41.7970798, -72.662711"
USA,Hattiesburg,Univ. of S. MS Bennett Auditorium,"https://www.google.com/maps/?q=31.3274365,-89.3326672",31,42,53,31.3274365,-89.332667,"31.3274365, -89.332667"
USA,Hoboken,Maxwell's,"https://www.google.com/maps/?q=40.7497021,-74.0269328",31,42,53,40.7497021,-74.026932,"40.7497021, -74.026932"
USA,Holyoke,Holyoke War Memorial,"https://www.google.com/maps/?q=42.2053663,-72.6110027",31,42,53,42.2053663,-72.611002,"42.2053663, -72.611002"
USA,Honolulu,After Dark,"https://www.google.com/maps/?q=21.318756,-157.875091",31,41,52,21.318756,-157.87509,"21.318756, -157.87509"
USA,Honolulu,Groove,"https://www.google.com/maps/?q=21.318756,-157.875091",31,41,52,21.318756,-157.87509,"21.318756, -157.87509"
USA,Honolulu,University of Hawaii,"https://www.google.com/maps/?q=21.3008682,-157.8173433",31,42,54,21.3008682,-157.817343,"21.3008682, -157.817343"
USA,Houston,Axiom,"https://www.google.com/maps/?q=29.7486073,-95.3514947",31,42,53,29.7486073,-95.351494,"29.7486073, -95.351494"
USA,Houston,D&I Colonial Hall,"https://www.google.com/maps/?q=29.7363192,-95.3098083",31,42,53,29.7363192,-95.309808,"29.7363192, -95.309808"
USA,Houston,Fitzgerald's,"https://www.google.com/maps/?q=29.7818262,-95.3879991",31,42,53,29.7818262,-95.387999,"29.7818262, -95.387999"
USA,Houston,Homage,"https://www.google.com/maps/?q=29.7494937,-95.375154",31,42,52,29.7494937,-95.37515,"29.7494937, -95.37515"
USA,Houston,International Ballroom,"https://www.google.com/maps/?q=29.6351461,-95.49398",31,42,51,29.6351461,-95.4939,"29.6351461, -95.4939"
USA,Houston,Phoenix Ballroom,"https://www.google.com/maps/?q=29.7014137,-95.6546244",31,42,53,29.7014137,-95.654624,"29.7014137, -95.654624"
USA,Houston,Powertools,"https://www.google.com/maps/?q=29.764455,-95.3621643",31,41,52,29.764455,-95.362164,"29.764455, -95.362164"
USA,Huntington,Stone Monkey,"https://www.google.com/maps/?q=38.4260295,-82.4199415",31,42,53,38.4260295,-82.419941,"38.4260295, -82.419941"
USA,Huntsville,Carriage House Inn,"https://www.google.com/maps/?q=34.7346356,-86.6227758",31,42,53,34.7346356,-86.622775,"34.7346356, -86.622775"
USA,Huntsville,University of Alabama Spragins Hall Gym,"https://www.google.com/maps/?q=34.7310753,-86.6366787",31,42,53,34.7310753,-86.636678,"34.7310753, -86.636678"
USA,Indianapolis,City Lights,"https://www.google.com/maps/?q=39.8264653,-86.0530539",31,42,53,39.8264653,-86.053053,"39.8264653, -86.053053"
USA,Indianapolis,Eastwood Entertainment Center,"https://www.google.com/maps/?q=39.8291712,-86.052067",31,42,52,39.8291712,-86.05206,"39.8291712, -86.05206"
USA,Indianapolis,Knights of Columbus Hall,"https://www.google.com/maps/?q=39.7846296,-86.1533092",31,42,53,39.7846296,-86.153309,"39.7846296, -86.153309"
USA,Indianapolis,Ritz Music Hall,"https://www.google.com/maps/?q=39.7822578,-86.0632155",31,42,53,39.7822578,-86.063215,"39.7822578, -86.063215"
USA,Iowa City,I.M.U. Lounge / University of Iowa,"https://www.google.com/maps/?q=41.6629359,-91.5378966",31,42,53,41.6629359,-91.537896,"41.6629359, -91.537896"
USA,Isla Vista,Anaconda,"https://www.google.com/maps/?q=34.4124367,-119.855538",31,42,53,34.4124367,-119.85553,"34.4124367, -119.85553"
USA,Isla Vista,UC Santa Barbara Pub,"https://www.google.com/maps/?q=34.4365831,-119.8826709",31,42,54,34.4365831,-119.882670,"34.4365831, -119.882670"
USA,Jackson,Midnight Sun,"https://www.google.com/maps/?q=32.3006407,-90.1922238",31,42,53,32.3006407,-90.192223,"32.3006407, -90.192223"
USA,Jacksonville,Club 5,"https://www.google.com/maps/?q=30.3147037,-81.6809597",31,42,53,30.3147037,-81.680959,"30.3147037, -81.680959"
USA,Jacksonville,Milk Bar,"https://www.google.com/maps/?q=30.3283888,-81.659645",31,42,52,30.3283888,-81.65964,"30.3283888, -81.65964"
USA,Jawbone Canyon,Jawbone Canyon Desert,"https://www.google.com/maps/?q=35.3087583,-118.0334795",31,42,54,35.3087583,-118.033479,"35.3087583, -118.033479"
USA,Kalamazoo,Club Soda,"https://www.google.com/maps/?q=42.2926564,-85.5794175",31,42,53,42.2926564,-85.579417,"42.2926564, -85.579417"
USA,Kalamazoo,State Theater,"https://www.google.com/maps/?q=42.28837,-85.5833989",31,40,51,42.28837,-85.583398,"42.28837, -85.583398"
USA,Kansas City,El Torreon,"https://www.google.com/maps/?q=39.0703282,-94.5786675",31,42,53,39.0703282,-94.578667,"39.0703282, -94.578667"
USA,Kansas City,Memorial Hall,"https://www.google.com/maps/?q=39.1121852,-94.6276411",31,42,53,39.1121852,-94.627641,"39.1121852, -94.627641"
USA,Kennewick,Fairgrounds,"https://www.google.com/maps/?q=46.1952133,-119.0976791",31,42,54,46.1952133,-119.097679,"46.1952133, -119.097679"
USA,Kent,Kent State University,"https://www.google.com/maps/?q=41.1477177,-81.3430956",31,42,53,41.1477177,-81.343095,"41.1477177, -81.343095"
USA,Knoxville,Backstage at the Library,"https://www.google.com/maps/?q=35.9553749,-83.9347577",31,42,53,35.9553749,-83.934757,"35.9553749, -83.934757"
USA,Knoxville,Electric Ballroom,"https://www.google.com/maps/?q=35.9648106,-83.9297984",31,42,53,35.9648106,-83.929798,"35.9648106, -83.929798"
USA,Knoxville,Flamingo,"https://www.google.com/maps/?q=35.9555492,-83.9354587",31,42,53,35.9555492,-83.935458,"35.9555492, -83.935458"
USA,Lafayette,Haricots BBQ,"https://www.google.com/maps/?q=30.2229752,-92.0175458",31,42,53,30.2229752,-92.017545,"30.2229752, -92.017545"
USA,Lafayette,Heymann Performance Arts Center,"https://www.google.com/maps/?q=30.2016045,-92.0210279",31,42,53,30.2016045,-92.021027,"30.2016045, -92.021027"
USA,Lancaster,Chameleon,"https://www.google.com/maps/?q=40.0415629,-76.3087961",31,42,53,40.0415629,-76.308796,"40.0415629, -76.308796"
USA,Lansing,Matt Kelly's Basement,"https://www.google.com/maps/?q=42.7106863,-84.5707659",31,42,53,42.7106863,-84.570765,"42.7106863, -84.570765"
USA,Laramie,Cowboy Bar,"https://www.google.com/maps/?q=41.3107611,-105.5933768",31,42,54,41.3107611,-105.593376,"41.3107611, -105.593376"
USA,Laramie,University of Wyoming Ballroom,"https://www.google.com/maps/?q=41.3123587,-105.5794425",31,42,54,41.3123587,-105.579442,"41.3123587, -105.579442"
USA,Las Vegas,Huntridge Theater,"https://www.google.com/maps/?q=36.1581082,-115.1363581",31,42,54,36.1581082,-115.136358,"36.1581082, -115.136358"
USA,Latham,Saratoga Winners,"https://www.google.com/maps/?q=42.818847,-73.729639",31,41,51,42.818847,-73.72963,"42.818847, -73.72963"
USA,Lawrence,Outhouse,"https://www.google.com/maps/?q=38.9562235,-95.1631016",31,42,53,38.9562235,-95.163101,"38.9562235, -95.163101"
USA,Lawrence,University of Kansas Ballroom,"https://www.google.com/maps/?q=38.959214,-95.243482",31,41,51,38.959214,-95.24348,"38.959214, -95.24348"
USA,Leonardtown,St. Mary's County Fairgrounds Auditorium,"https://www.google.com/maps/?q=38.2737954,-76.6075045",31,42,53,38.2737954,-76.607504,"38.2737954, -76.607504"
USA,Lexington,Wrocklage,"https://www.google.com/maps/?q=38.049435,-84.498711",31,41,51,38.049435,-84.49871,"38.049435, -84.49871"
USA,Lincoln,Centennial Hall,"https://www.google.com/maps/?q=40.8169285,-96.701134",31,42,52,40.8169285,-96.70113,"40.8169285, -96.70113"
USA,Lincoln,State Fairgrounds Agricultural Hall,"https://www.google.com/maps/?q=40.8542709,-96.6020889",31,42,53,40.8542709,-96.602088,"40.8542709, -96.602088"
USA,Lincoln,University of Nebraska Centennial Hall,"https://www.google.com/maps/?q=40.8169285,-96.701134",31,42,52,40.8169285,-96.70113,"40.8169285, -96.70113"
USA,Lindenhurst,PWAC,"https://www.google.com/maps/?q=40.716804,-73.401389",31,41,51,40.716804,-73.40138,"40.716804, -73.40138"
USA,Little Rock,Mandrake's,"https://www.google.com/maps/?q=34.7433652,-92.2821356",31,42,53,34.7433652,-92.282135,"34.7433652, -92.282135"
USA,Little Rock,Rivermarket Pavillion,"https://www.google.com/maps/?q=34.7476883,-92.2661552",31,42,53,34.7476883,-92.266155,"34.7476883, -92.266155"
USA,Little Rock,Vino's,"https://www.google.com/maps/?q=34.7433652,-92.2821356",31,42,53,34.7433652,-92.282135,"34.7433652, -92.282135"
USA,Long Beach,Zed Records,"https://www.google.com/maps/?q=33.7924277,-118.1419946",31,42,54,33.7924277,-118.141994,"33.7924277, -118.141994"
USA,Lorton,Lorton Correctional Facility,"https://www.google.com/maps/?q=38.6977776,-77.2545675",31,42,53,38.6977776,-77.254567,"38.6977776, -77.254567"
USA,Los Angeles,Anti-Club,"https://www.google.com/maps/?q=34.0832538,-118.302143",31,42,53,34.0832538,-118.30214,"34.0832538, -118.30214"
USA,Los Angeles,Hollywood Palladium,"https://www.google.com/maps/?q=34.098496,-118.3242781",31,41,53,34.098496,-118.324278,"34.098496, -118.324278"
USA,Los Angeles,Palace,"https://www.google.com/maps/?q=34.0457263,-118.252351",31,42,53,34.0457263,-118.25235,"34.0457263, -118.25235"
USA,Los Angeles,Shrine Auditorium,"https://www.google.com/maps/?q=34.0239858,-118.2812717",31,42,54,34.0239858,-118.281271,"34.0239858, -118.281271"
USA,Louisville,Brewery,"https://www.google.com/maps/?q=38.2482797,-85.7307261",31,42,53,38.2482797,-85.730726,"38.2482797, -85.730726"
USA,Louisville,Highland Hall,"https://www.google.com/maps/?q=38.2161822,-85.6748571",31,42,53,38.2161822,-85.674857,"38.2161822, -85.674857"
USA,Louisville,Kentucky Theater,"https://www.google.com/maps/?q=38.2471708,-85.7577874",31,42,53,38.2471708,-85.757787,"38.2471708, -85.757787"
USA,Louisville,Spectrum Cultural Center,"https://www.google.com/maps/?q=38.2407479,-85.7522827",31,42,53,38.2407479,-85.752282,"38.2407479, -85.752282"
USA,Louisville,Tewligans,"https://www.google.com/maps/?q=38.2394854,-85.7223705",31,42,53,38.2394854,-85.722370,"38.2394854, -85.722370"
USA,Lubbock,19th st. Depot Warehouse,"https://www.google.com/maps/?q=33.5781797,-101.8445385",31,42,54,33.5781797,-101.844538,"33.5781797, -101.844538"
USA,Madison,Neighborhood House,"https://www.google.com/maps/?q=43.0667627,-89.4037837",31,42,53,43.0667627,-89.403783,"43.0667627, -89.403783"
USA,Madison,Turner Hall,"https://www.google.com/maps/?q=43.054469,-89.3076864",31,41,52,43.054469,-89.307686,"43.054469, -89.307686"
USA,Maui,Maui Cultural Center,"https://www.google.com/maps/?q=20.8937969,-156.4807026",31,42,54,20.8937969,-156.480702,"20.8937969, -156.480702"
USA,Mechanicsburg,Decibels,"https://www.google.com/maps/?q=40.2445904,-77.0282853",31,42,53,40.2445904,-77.028285,"40.2445904, -77.028285"
USA,Memphis,Antennae Club,"https://www.google.com/maps/?q=35.1382872,-90.0082153",31,42,53,35.1382872,-90.008215,"35.1382872, -90.008215"
USA,Memphis,New Daisy Theater,"https://www.google.com/maps/?q=35.1395112,-90.0501177",31,42,53,35.1395112,-90.050117,"35.1395112, -90.050117"
USA,Memphis,Omni New Daisy,"https://www.google.com/maps/?q=35.1395112,-90.0501177",31,42,53,35.1395112,-90.050117,"35.1395112, -90.050117"
USA,Merrifield,Merrifield Community Center,"https://www.google.com/maps/?q=38.8754828,-77.2244244",31,42,53,38.8754828,-77.224424,"38.8754828, -77.224424"
USA,Miami,Cameo Theater,"https://www.google.com/maps/?q=25.7871369,-80.1313873",31,42,53,25.7871369,-80.131387,"25.7871369, -80.131387"
USA,Middletown,Wesleyan University Eclectic House,"https://www.google.com/maps/?q=41.5623,-72.650699",31,39,49,41.5623,-72.65069,"41.5623, -72.65069"
USA,Milwaukee,Central Park,"https://www.google.com/maps/?q=43.037876,-87.9433603",31,41,52,43.037876,-87.943360,"43.037876, -87.943360"
USA,Milwaukee,Crystal Palace,"https://www.google.com/maps/?q=43.0224499,-87.9376929",31,42,53,43.0224499,-87.937692,"43.0224499, -87.937692"
USA,Milwaukee,Eagle's Ballroom,"https://www.google.com/maps/?q=43.037876,-87.9433603",31,41,52,43.037876,-87.943360,"43.037876, -87.943360"
USA,Milwaukee,Rave,"https://www.google.com/maps/?q=43.037876,-87.9433603",31,41,52,43.037876,-87.943360,"43.037876, -87.943360"
USA,Minneapolis,7th Street Entry,"https://www.google.com/maps/?q=44.9784606,-93.275839",31,42,52,44.9784606,-93.27583,"44.9784606, -93.27583"
USA,Minneapolis,Avalon Theater,"https://www.google.com/maps/?q=44.9486133,-93.2535696",31,42,53,44.9486133,-93.253569,"44.9486133, -93.253569"
USA,Minneapolis,First Avenue,"https://www.google.com/maps/?q=44.9785509,-93.2759781",31,42,53,44.9785509,-93.275978,"44.9785509, -93.275978"
USA,Missoula,Moose Lodge,"https://www.google.com/maps/?q=46.860304,-114.0298583",31,41,53,46.860304,-114.029858,"46.860304, -114.029858"
USA,Morgantown,123 Pleasant St.,"https://www.google.com/maps/?q=39.629555,-79.9580365",31,41,52,39.629555,-79.958036,"39.629555, -79.958036"
USA,Morgantown,Dry House,"https://www.google.com/maps/?q=39.629555,-79.9580365",31,41,52,39.629555,-79.958036,"39.629555, -79.958036"
USA,Morgantown,Machine Shop,"https://www.google.com/maps/?q=39.629555,-79.9580365",31,41,52,39.629555,-79.958036,"39.629555, -79.958036"
USA,Nashville,328 Performance,"https://www.google.com/maps/?q=36.157402,-86.774508",31,41,51,36.157402,-86.77450,"36.157402, -86.77450"
USA,Nashville,Cannery,"https://www.google.com/maps/?q=36.1530527,-86.7805057",31,42,53,36.1530527,-86.780505,"36.1530527, -86.780505"
USA,Nashville,Elliston Square,"https://www.google.com/maps/?q=36.1510977,-86.8038389",31,42,53,36.1510977,-86.803838,"36.1510977, -86.803838"
USA,New Brunswick,Rutgers University,"https://www.google.com/maps/?q=40.5043304,-74.4490364",31,42,53,40.5043304,-74.449036,"40.5043304, -74.449036"
USA,New Haven,Rockbar,"https://www.google.com/maps/?q=41.3051629,-72.9255858",31,42,53,41.3051629,-72.925585,"41.3051629, -72.925585"
USA,New Orleans,New Orleans Music Hall,"https://www.google.com/maps/?q=29.9426915,-90.0660926",31,42,53,29.9426915,-90.066092,"29.9426915, -90.066092"
USA,New Orleans,Storyville,"https://www.google.com/maps/?q=29.9574247,-90.0733797",31,42,53,29.9574247,-90.073379,"29.9574247, -90.073379"
USA,New Orleans,Tipitina's,"https://www.google.com/maps/?q=29.9172719,-90.1007669",31,42,53,29.9172719,-90.100766,"29.9172719, -90.100766"
USA,New York,Barnard College Cafeteria,"https://www.google.com/maps/?q=40.8095145,-73.963595",31,42,52,40.8095145,-73.96359,"40.8095145, -73.96359"
USA,New York,Columbia University,"https://www.google.com/maps/?q=40.8075355,-73.9625727",31,42,53,40.8075355,-73.962572,"40.8075355, -73.962572"
USA,New York,Irving Plaza,"https://www.google.com/maps/?q=40.7348818,-73.9884409",31,42,53,40.7348818,-73.988440,"40.7348818, -73.988440"
USA,New York,Marquee,"https://www.google.com/maps/?q=40.7500995,-74.0028054",31,42,53,40.7500995,-74.002805,"40.7500995, -74.002805"
USA,New York,NYU Loeb Center,"https://www.google.com/maps/?q=40.7299366,-73.9978275",31,42,53,40.7299366,-73.997827,"40.7299366, -73.997827"
USA,New York,NYU Student Union,"https://www.google.com/maps/?q=40.7299045,-73.9978599",31,42,53,40.7299045,-73.997859,"40.7299045, -73.997859"
USA,New York,Palladium,"https://www.google.com/maps/?q=40.7507356,-73.9873358",31,42,53,40.7507356,-73.987335,"40.7507356, -73.987335"
USA,New York,Ritz,"https://www.google.com/maps/?q=40.7652719,-73.9759992",31,42,53,40.7652719,-73.975999,"40.7652719, -73.975999"
USA,New York,Roseland Ballroom,"https://www.google.com/maps/?q=40.7632592,-73.9839337",31,42,53,40.7632592,-73.983933,"40.7632592, -73.983933"
USA,New York,Roxy,"https://www.google.com/maps/?q=40.7194085,-74.0049093",31,42,53,40.7194085,-74.004909,"40.7194085, -74.004909"
USA,Newark,University of Delaware Carpenter Hall,"https://www.google.com/maps/?q=39.6843533,-75.7522599",31,42,53,39.6843533,-75.752259,"39.6843533, -75.752259"
USA,Norfolk,Baitshack,"https://www.google.com/maps/?q=36.8449089,-76.2901666",31,42,53,36.8449089,-76.290166,"36.8449089, -76.290166"
USA,Normal,Illinois State University Student Center Ballroom,"https://www.google.com/maps/?q=40.5118535,-88.9918811",31,42,53,40.5118535,-88.991881,"40.5118535, -88.991881"
USA,Norman,Hollywood Theater,"https://www.google.com/maps/?q=35.2031634,-97.4682903",31,42,53,35.2031634,-97.468290,"35.2031634, -97.468290"
USA,Northampton,Pearl Street Ballroom,"https://www.google.com/maps/?q=42.318779,-72.6274376",31,41,52,42.318779,-72.627437,"42.318779, -72.627437"
USA,Norwalk,Anthrax,"https://www.google.com/maps/?q=41.1358373,-73.428625",31,42,52,41.1358373,-73.42862,"41.1358373, -73.42862"
USA,Oakland,Scottish Rites Temple,"https://www.google.com/maps/?q=37.8029948,-122.262114",31,42,53,37.8029948,-122.26211,"37.8029948, -122.26211"
USA,Oberlin,Oberlin University Student Union Tavern,"https://www.google.com/maps/?q=41.2958696,-82.221089",31,42,52,41.2958696,-82.22108,"41.2958696, -82.22108"
USA,Oklahoma City,Diamond Ballroom,"https://www.google.com/maps/?q=35.3862678,-97.4784568",31,42,53,35.3862678,-97.478456,"35.3862678, -97.478456"
USA,Oklahoma City,Will Rogers Hall,"https://www.google.com/maps/?q=35.5153769,-97.5296457",31,42,53,35.5153769,-97.529645,"35.5153769, -97.529645"
USA,Olathe,Gee Coffee,"https://www.google.com/maps/?q=38.878936,-94.817195",31,41,51,38.878936,-94.81719,"38.878936, -94.81719"
USA,Olympia,Capitol Theater,"https://www.google.com/maps/?q=47.044336,-122.899853",31,41,52,47.044336,-122.89985,"47.044336, -122.89985"
USA,Olympia,Chambers Grange Hall,"https://www.google.com/maps/?q=47.0032967,-122.8811628",31,42,54,47.0032967,-122.881162,"47.0032967, -122.881162"
USA,Olympia,Evergreen University,"https://www.google.com/maps/?q=47.0730714,-122.9739949",31,42,54,47.0730714,-122.973994,"47.0730714, -122.973994"
