burlington-vt-usa-40995,FLS0649,1995-04-09,Memorial Hall,,,Joey Picuri,Jerry Busher,Cassette,Intro,Brendan #1,Bed For The Scraping,Cassavetes,Styrofoam,Walken's Syndrome,Reclamation,"Fell, Destroyed",Facet Squared,Public Witness Program,Interlude 1,By You,Interlude 2,Bulldog Front,Interlude 3,Suggestion,Give Me The Cure,Interlude 4,Birthday Pony,Forensic Scene,Long Division,Blueprint,Repeater,Encore 1,Long Distance Runner,Two Beats Off,Promises,Sweet and Low,,,,,,,,,,,,,,,,
providence-ri-usa-41195,FLS0650,1995-04-11,Lupo's Heartbreak Hotel,5,1600,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Reclamation,Exit Only,Merchandise,Interlude 1,Latest Disgrace,Interlude 2,Birthday Pony,Two Beats Off,Interlude 3,Facet Squared,Target,Interlude 4,Shut the Door,"Fell, Destroyed",By You,Public Witness Program,Interlude 5,Waiting Room,Margin Walker,Bad Mouth,Interlude 6,Give Me The Cure,Interlude 7,Bed For The Scraping,Interlude 8,Forensic Scene,Long Division,Blueprint,Encore,Long Distance Runner,Turnover,Interlude 9,Instrument,Sweet and Low,,,,,,,,,
providence-ri-usa-41295,FLS0651,1995-04-12,Lupo's Heartbreak Hotel,5,1700,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,And The Same,Rend It,Styrofoam,Do You Like Me,Back To Base,Interlude 1,Nice New Outfit,Interlude 2,Reclamation,"Fell, Destroyed",Interlude 3,Birthday Pony,By You,Turnover,Interlude 4,Suggestion,Give Me The Cure,Song #1,Interlude 5,Smallpox Champion,Returning The Screw,Interlude 6,Forensic Scene,Long Distance Runner,Encore,Great Cop,Public Witness Program,Promises,Downed City,,,,,,,,,,,,,
hoboken-nj-usa-41395,FLS0652,1995-04-13,Maxwell's,5,200,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Bed For The Scraping,Do You Like Me,Birthday Pony,Cassavetes,Facet Squared,Rend It,Interlude 1,Reclamation,"Fell, Destroyed",By You,Two Beats Off,Interlude 2,Back To Base,Interlude 3,Downed City,Long Division,Forensic Scene,Promises,Target,Instrument,Public Witness Program,Great Cop,Turnover,Long Distance Runner,Reprovisional,,,,,,,,,,,,,,,,,,
newark-de-usa-41495,FLS0653,1995-04-14,University of Delaware Carpenter Hall,5,1300,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Blueprint,And The Same,Do You Like Me,Interlude 1,Bed For The Scraping,Turnover,Styrofoam,Interlude 3,Rend It,Reclamation,Interlude 5,"Fell, Destroyed",Long Division,Runaway Return,Interlude 6,Suggestion,Give Me The Cure,Encore - Comedy Of Life,By You,Great Cop,,,,,,,,,,,,,,,,,,,,,,,
eindhoven-netherlands-50495,FLS0655,1995-05-04,Effenaar,,1000,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Turnover,Facet Squared,Public Witness Program,Reclamation,Interlude 1,Do You Like Me,Bed For The Scraping,Runaway Return,Long Division,"Fell, Destroyed",Birthday Pony,Cassavetes,Interlude 2,By You,Suggestion,Give Me The Cure,Interlude 3,Styrofoam,Blueprint,Interlude 4,Back To Base,Target,Returning The Screw,Smallpox Champion,Encore 1,Brendan #1,Latest Disgrace,Long Distance Runner,Promises,Sweet And Low,Repeater,,,,,,,,,,,,
brighton-england-50695,FLS0656,1995-05-06,Sussex University Nelson Mandela Hall,,600,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Merchandise,Interlude 1,Do You Like Me,Bed For The Scraping,Interlude 2,Dear Justice Letter,Reclamation,Interlude 3,Target,Interlude 4,Birthday Pony,Rend It,Interlude 5,Great Cop,Blueprint,Song #1,Margin Walker,Waiting Room,,,,,,,,,,,,,,,,,,,,,,,,,
manchester-england-50795,FLS0657,1995-05-07,Academy,,1200,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Blueprint,And The Same,Public Witness Program,Interlude 1,Back To Base,Do You Like Me,Styrofoam,Rend It,Interlude 2,Long Division,"Fell, Destroyed",By You,Interlude 3,Suggestion,Give Me The Cure,Bed For The Scraping,Interlude 4,Downed City,Great Cop,Turnover,Promises,Encore,Forensic Scene,Repeater,Exit Only,,,,,,,,,,,,,,,,,,
glasgow-scotland-50895,FLS0658,1995-05-08,Barrowland Ballroom,,1500,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Cassavetes,Merchandise,Target,Birthday Pony,Interlude 1,Public Witness Program,Reclamation,Interlude 2,Latest Disgrace,Interlude 3,Combination Lock,Repeater,Margin Walker,Suggestion,Give Me The Cure,By You,Bed For The Scraping,Interlude 4,Forensic Scene,Returning The Screw,Smallpox Champion,Interlude 5,Back To Base,Downed City,Encore,"Fell, Destroyed",Long Distance Runner,Turnover,,,,,,,,,,,,,,,
belfast-northern-ireland-50995,FLS0659,1995-05-09,Queen's Hall,,600,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Combination Lock,Reclamation,Walken's Syndrome,Interlude 1,Facet Squared,Do You Like Me,Birthday Pony,Interlude 2,Sieve-Fisted Find,Interlude 3,Stacks,Interlude 4,Downed City,By You,Bed For The Scraping,Interlude 5,Exit Only,Promises,"Fell, Destroyed",Interlude 6,Song #1,Break-In,Waiting Room,Interlude 7,Forensic Scene,Interlude 8,Long Distance Runner,Blueprint,Encore,Latest Disgrace,Interlude 9,Instrument,Interlude 10,Reprovisional,,,,,,,,,
dublin-ireland-51095,FLS0660,1995-05-10,Ormond Center,,1000,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,Bed For The Scraping,Downed City,Facet Squared,Rend It,Interlude 1,Birthday Pony,Target,Returning The Screw,Smallpox Champion,Interlude 2,Bad Mouth,Margin Walker,Suggestion,Give Me The Cure,Interlude 3,By You,Back To Base,Interlude 4,Forensic Scene,Long Division,Blueprint,Encore,Long Distance Runner,Turnover,Reclamation,"Fell, Destroyed",,,,,,,,,,,,,,,,
nottingham-england-51295,FLS0661,1995-05-12,Trent University,,630,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Merchandise,Nice New Outfit,And The Same,Latest Disgrace,Interlude 1,Back To Base,Turnover,Reclamation,Interlude 2,Target,Long Distance Runner,Rend It,Great Cop,Lockdown,Bad Mouth,Give Me The Cure,Suggestion,By You,"Fell, Destroyed",Bed For The Scraping,Downed City,Repeater,Encore,Combination Lock,Public Witness Program,Promises,Forensic Scene,,,,,,,,,,,,,,,,
london-england-51395,FLS0662,1995-05-13,Brixton Academy,,3500,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Facet Squared,Public Witness Program,Reclamation,Interlude 1,Do You Like Me,Birthday Pony,Cassavetes,Interlude 2,Bed For The Scraping,Target,Returning The Screw,Smallpox Champion,Styrofoam,Interlude 3,"Fell, Destroyed",By You,Interlude 4,Waiting Room,Give Me The Cure,Song #1,Forensic Scene,Long Division,Blueprint,Long Distance Runner,Rend It,Encore,Two Beats Off,Instrument,Downed City,Sweet and Low,Great Cop,,,,,,,,,,,,
wolverhampton-england-51495,FLS0663,1995-05-14,Wulfrun Hall,,1000,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Joe #1,Sieve-Fisted Find,Back to Base,Interlude 1,Target,Great Cop,Rend It,Bed For The Scraping,Forensic Scene,Promises,Margin Walker,Suggestion,Break-In,Interlude 3,By You,Latest Disgrace,Interlude 3,Instrument,Public Witness Program,Interlude 4,Long Division,Encore,Downed City,Repeater,,,,,,,,,,,,,,,,,,,
leeds-england-51595,FLS0664,1995-05-15,Metropolitan University,,1000,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Brendan #1,Facet Squared,Public Witness Program,Reclamation,Interlude 1,Latest Disgrace,Interlude 2,Bed For The Scraping,Target,Interlude 3,Instrument,Rend It,Birthday Pony,Interlude 4,Bulldog Front,Bad Mouth,Interlude 5,Give Me The Cure,By You,Interlude 6,Back To Base,Forensic Scene,Interlude 7,Shut the Door,Interlude 8,Do You Like Me,Encore 1,Smallpox Champion,Interlude 9,Long Distance Runner,"Fell, Destroyed",Sweet and Low,Encore 2,Combination Lock,Downed City,,,,,,,,
amsterdam-netherlands-51795,FLS0665,1995-05-17,Paradiso,,1300,Joey Picuri,Warren Russell-Smith,DAT,Intro,Rend It,Reclamation,Do You Like Me,Interlude 1,Back To Base,Turnover,Styrofoam,Interlude 2,Forensic Scene,Long Division,Runaway Return,Interlude 3,Bed For The Scraping,Target,Interlude 4,By You,Interlude 5,Song #1,Give Me The Cure,Interlude 6,Birthday Pony,Latest Disgrace,Interlude 7,Great Cop,Public Witness Program,Promises,Encore 1,"Fell, Destroyed",Instrument,Two Beats Off,Interlude 8,Long Distance Runner,Sweet and Low,,,,,,,,,,
leuven-belgium-51895,FLS0666,1995-05-18,Lido,,850,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Joe #1,Exit Only,Reclamation,Interlude 1,Blueprint,Back To Base,Target,Bed For The Scraping,Interlude 2,Dear Justice Letter,Interlude 3,Returning The Screw,Smallpox Champion,Interlude 4,Suggestion,Give Me The Cure,By You,Facet Squared,"Fell, Destroyed",Long Distance Runner,Encore 1,Forensic Scene,Interlude 5,Shut the Door,Turnover,Sweet and Low,Encore 2,Latest Disgrace,Birthday Pony,Downed City,Encore 3,Combination Lock,Promises,,,,,,,,,,
gent-belgium-51995,FLS0667,1995-05-19,Zaal Vooruit,,1000,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Sieve-Fisted Find,Merchandise,Interlude 1,Latest Disgrace,Bed For The Scraping,Turnover,Stacks,Rend It,Birthday Pony,Do You Like Me,By You,Interlude 2,Waiting Room,Margin Walker,Song #1,Interlude 3,Cassavetes,Instrument,Forensic Scene,Long Division,Blueprint,Encore 1,Long Distance Runner,Target,Repeater,Encore 2,Last Chance for a Slow Dance,Reclamation,"Fell, Destroyed",,,,,,,,,,,,,,
arras-france-52095,FLS0668,1995-05-20,Le Pharos,,315,Joey Picuri,Warren Russell-Smith,Cassette,Brendan #1,Reclamation,Interlude 1,Dear Justice Letter,Birthday Pony,Do You Like Me,Interlude 2,Facet Squared,Interlude 3,Walken's Syndrome,Interlude 4,Bed For The Scraping,Forensic Scene,Promises,Rend It,By You,Interlude 5,Waiting Room,Give Me The Cure,Great Cop,Public Witness Program,Long Division,"Fell, Destroyed",Back To Base,Encore,Turnover,Interlude 6,Merchandise,Target,Sweet and Low,,,,,,,,,,,,,,
nancy-france-52195,FLS0669,1995-05-21,Terminal Export,,,Joey Picuri,Warren Russell-Smith,Cassette,Exit Only,Reclamation,Do You Like Me,Back To Base,Interlude 1,Turnover,Styrofoam,Interlude 2,Cassavetes,Interlude 3,Birthday Pony,Target,Long Division,Blueprint,Interlude 4,Song #1,Lockdown,By You,Interlude 5,Great Cop,Rend It,Bed For The Scraping,Downed City,Encore,"Fell, Destroyed",Long Distance Runner,Reprovisional,,,,,,,,,,,,,,,,,
paris-france-52295,FLS0670,1995-05-22,Elysee Montmartre,,,Joey Picuri,Jerry Busher,Cassette,Intro,Brendan #1,Facet Squared,Public Witness Program,And The Same,Do You Like Me,Interlude 1,Birthday Pony,Turnover,Interlude 2,Bed For The Scraping,"Fell, Destroyed",By You,Margin Walker,Suggestion,Give Me The Cure,Great Cop,Target,Back to Base,Forensic Scene,Promises,Encore 1,Two Beats Off,Long Distance Runner,Rend It,Encore 2,Sweet and Low,Reclamation,Latest Disgrace,Glueman,,,,,,,,,,,,,,
poitiers-france-52495,FLS0671,1995-05-24,Le Confort Moderne,,,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Sieve-Fisted Find,Facet Squared,Nice New Outfit,Bed For The Scraping,Interlude 1,Do You Like Me,Interlude 2,Merchandise,Turnover,Interlude 3,Birthday Pony,Interlude 4,Latest Disgrace,Interlude 5,Reclamation,"Fell, Destroyed",By You,Waiting Room,Bulldog Front,Interlude 6,Long Division,Target,Instrument,Rend It,Back To Base,Downed City,Great Cop,Encore,Joe #1,Blueprint,Promises,,,,,,,,,,,,
angers-france-52595,FLS0672,1995-05-25,Chabada,,,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Two Beats Off,Styrofoam,Interlude 1,Do You Like Me,Back To Base,Walken's Syndrome,Interlude 2,Great Cop,Downed City,Bed For The Scraping,Rend It,Interlude 3,Stacks,Margin Walker,Bad Mouth,Burning,Interlude 4,Birthday Pony,Target,Interlude 5,Shut the Door,Last Chance for a Slow Dance,By You,Repeater,Encore 1,"Fell, Destroyed",Long Distance Runner,Turnover,Sweet and Low,Encore 2,Forensic Scene,Returning The Screw,Smallpox Champion,,,,,,,,,,
bordeaux-france-52695,FLS0673,1995-05-26,Theatre Barbey,,1000,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Blueprint,Merchandise,Do You Like Me,Bed For The Scraping,Public Witness Program,Reclamation,Interlude 1,Rend It,Interlude 2,Back To Base,Downed City,Long Division,Turnover,Waiting Room,Give Me The Cure,Song #1,Interlude 3,By You,Interlude 4,Cassavetes,Long Distance Runner,Two Beats Off,Encore 1,Birthday Pony,Forensic Scene,Promises,Encore 2,Sieve-Fisted Find,Facet Squared,"Fell, Destroyed",Sweet and Low,,,,,,,,,,,,
lakuntza-spainbasque-52795,FLS0674,1995-05-27,Sala Matraka,,1000,Joey Picuri,Jerry Busher,Cassette,Intro,Brendan #1,Facet Squared,Dear Justice Letter,And The Same,Target,Bed For The Scraping,Blueprint,Interlude 1,Back to Base,Do You Like Me,Reclamation,Last Chance for a Slow Dance,By You,Interlude 2,Suggestion,Give Me The Cure,Song #1,Interlude 3,Latest Disgrace,Long Distance Runner,Exit Only,Encore 1,Downed City,Instrument,Public Witness Program,Encore 2,Long Division,"Fell, Destroyed",Sweet and Low,Repeater,Encore 3,Margin Walker,Waiting Room,,,,,,,,,,
oviedo-spain-52895,FLS0675,1995-05-28,Sala Antiquo,,500,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Joe #1,Merchandise,Interlude 1,Sieve-Fisted Find,Bed For The Scraping,Target,Interlude 2,Returning The Screw,Smallpox Champion,Interlude 3,Great Cop,Do You Like Me,Interlude 4,By You,Interlude 5,Margin Walker,Waiting Room,Lockdown,Interlude 6,Back To Base,Walken's Syndrome,Promises,Encore,"Fell, Destroyed",KYEO,Sweet and Low,,,,,,,,,,,,,,,,,
santiago-de-compostela-spain-52995,FLS0676,1995-05-29,Sala Numero K,,500,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Combination Lock,And The Same,Blueprint,Interlude 1,Bed For The Scraping,Do You Like Me,Interlude 2,Styrofoam,Rend It,Facet Squared,"Fell, Destroyed",Long Distance Runner,By You,Waiting Room,Give Me The Cure,Song #1,Interlude 3,Forensic Scene,Long Division,Turnover,KYEO,Encore,Latin Roots,Repeater,Sweet and Low,,,,,,,,,,,,,,,,,,
lisbon-portugal-53195,FLS0677,1995-05-31,Gartejo,,,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Joe #1,Exit Only,Merchandise,Latest Disgrace,Interlude 1,Bed For The Scraping,Sieve-Fisted Find,Reclamation,Target,Birthday Pony,Blueprint,Interlude 2,By You,Interlude 3,Do You Like Me,Interlude 4,Suggestion,Give Me The Cure,Waiting Room,Break-In,Interlude 5,Long Division,Turnover,Interlude 6,Long Distance Runner,Downed City,Interlude 7,Great Cop,Encore,Rend It,Instrument,Interlude 8,Forensic Scene,Promises,Sweet and Low,,,,,,,,
madrid-spain-60295,FLS0678,1995-06-02,Revolver,,1000,Joey Picuri,Warren Russell-Smith,Cassette,Combination Lock,And The Same,Public Witness Program,Interlude 1,Bed For The Scraping,Do You Like Me,Reclamation,Rend It,Interlude 2,Back To Base,Target,Long Division,"Fell, Destroyed",By You,Suggestion,Margin Walker,Waiting Room,Interlude 3,Smallpox Champion,Facet Squared,Forensic Scene,Promises,Encore,Blueprint,Birthday Pony,Turnover,Sweet and Low,,,,,,,,,,,,,,,,,
barcelona-spain-60395,FLS0679,1995-06-03,Zeleste,,,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Merchandise,Sieve-Fisted Find,Facet Squared,Downed City,Interlude 1,Bed For The Scraping,By You,Interlude 2,Turnover,Instrument,"Fell, Destroyed",Birthday Pony,Lockdown,Bad Mouth,Interlude 3,Bulldog Front,Waiting Room,Interlude 4,Latest Disgrace,Interlude 5,Long Distance Runner,Two Beats Off,Great Cop,Encore,Forensic Scene,Shut the Door,Sweet and Low,Target,,,,,,,,,,,,,,,
valencia-spain-60495,FLS0680,1995-06-04,Zepplin Rock,,,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Brendan #1,Back To Base,Do You Like Me,Styrofoam,Runaway Return,Interlude 1,Birthday Pony,Target,Returning The Screw,Smallpox Champion,Waiting Room,Give Me The Cure,Song #1,By You,Interlude 2,Last Chance for a Slow Dance,Long Division,Blueprint,Encore 1,Bed For The Scraping,Forensic Scene,Repeater,Sweet and Low,Encore 2,Exit Only,KYEO,"Fell, Destroyed",,,,,,,,,,,,,,,,
toulouse-france-60695,FLS0681,1995-06-06,Le Bikini,,650,ANON,Warren Russell-Smith,Cassette,Combination Lock,And The Same,Public Witness Program,Facet Squared,Interlude 1,Bed For The Scraping,Turnover,Long Division,Target,Interlude 2,Reclamation,Rend It,Suggestion,Give Me The Cure,Bad Mouth,Interlude 3,By You,Interlude 4,Forensic Scene,Long Distance Runner,Exit Only,Encore 1,Smallpox Champion,Merchandise,"Fell, Destroyed",Sweet and Low,Repeater,Encore 2,Birthday Pony,Cassavetes,,,,,,,,,,,,,,
marseille-france-60795,FLS0682,1995-06-07,Mirabeau,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lyon-france-60895,FLS0683,1995-06-08,Espace Jean Bargoin,,800,Tom Korbler,Warren Russell-Smith,Cassette,Intro,Brendan #1,Merchandise,Dear Justice Letter,Interlude 1,Bed For The Scraping,Do You Like Me,Reclamation,Rend It,Facet Squared,Public Witness Program,Interlude 2,Long Distance Runner,"Fell, Destroyed",Suggestion,Burning,Interlude 3,By You,Latest Disgrace,Interlude 4,Stacks,Cassavetes,Back To Base,Downed City,Encore,Blueprint,Long Division,Forensic Scene,Sweet and Low,Repeater,,,,,,,,,,,,,,
zurich-switzerland-60995,FLS0684,1995-06-09,Rote Fabrik,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kingersheim-france-61095,FLS0685,1995-06-10,Salle Des Fetes,,800,Tom Korbler,Warren Russell-Smith,Cassette,Intro,Merchandise,Public Witness Program,Greed,Do You Like Me,Interlude 1,Bed For The Scraping,Walken's Syndrome,Reclamation,Interlude 2,Turnover,Interlude 3,Back To Base,Downed City,Shut the Door,Waiting Room,Break-In,Bad Mouth,Give Me The Cure,Interlude 4,By You,Interlude 5,Forensic Scene,Long Division,Runaway Return,Interlude 6,Long Distance Runner,Encore 1,"Fell, Destroyed",Great Cop,Blueprint,Encore 2,KYEO,Target,Sweet and Low,Glueman,Combination Lock,,,,,,,
milan-italy-61295,FLS0686,1995-06-12,Cascina Monlue,,3000,Tom Korbler,Warren Russell-Smith,Cassette,Blueprint,And The Same,Do You Like Me,Interlude 1,Back To Base,Dear Justice Letter,Great Cop,Public Witness Program,Interlude 2,Bed For The Scraping,Target,Reclamation,Turnover,Interlude 3,By You,Interlude 4,Waiting Room,Give Me The Cure,Song #1,Rend It,Long Division,"Fell, Destroyed",Promises,Encore,Two Beats Off,Instrument,Downed City,,,,,,,,,,,,,,,,,
padova-italy-61395,FLS0687,1995-06-13,C.S.O Pedro,,2500,Tom Korbler,Warren Russell-Smith,Cassette,Intro,Brendan #1,Facet Squared,Latin Roots,Interlude 1,Bed For The Scraping,Do You Like Me,Merchandise,Rend It,Birthday Pony,Interlude 2,Forensic Scene,Shut the Door,Interlude 3,Margin Walker,Suggestion,Give Me The Cure,Interlude 4,By You,Interlude 5,Great Cop,Downed City,Interlude 6,Back To Base,Blueprint,Encore,Last Chance for a Slow Dance,Long Distance Runner,Turnover,Interlude 7,Sweet and Low,,,,,,,,,,,,,
florence-italy-61495,FLS0688,1995-06-14,CPA,,2000,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Combination Lock,Reclamation,Sieve-Fisted Find,Interlude 1,Styrofoam,Target,Back To Base,Interlude 2,Blueprint,Interlude 3,Stacks,Exit Only,Interlude 4,Bed For The Scraping,Interlude 5,"Fell, Destroyed",By You,Interlude 6,Bad Mouth,Interlude 7,Bulldog Front,Waiting Room,Give Me The Cure,Interlude 8,Returning The Screw,Smallpox Champion,Encore,Long Distance Runner,Forensic Scene,Promises,Sweet and Low,,,,,,,,,,,,
torino-italy-61595,FLS0689,1995-06-15,Parco Ex Ospedale Psichiatrico,,1400,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Joe #1,Facet Squared,Do You Like Me,Reclamation,Turnover,Bed For The Scraping,Interlude 1,Forensic Scene,By You,Waiting Room,Lockdown,Interlude 2,Song #1,Downed City,Interlude 3,Long Distance Runner,Blueprint,Long Division,Target,Instrument,Cassavetes,Sweet and Low,Encore,Smallpox Champion,,,,,,,,,,,,,,,,,,,
bologna-italy-61695,FLS0690,1995-06-16,Kactus Radio Festival Castel Maggiore,,2000,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Combination Lock,Styrofoam,Sieve-Fisted Find,Interlude 1,Back To Base,Downed City,Interlude 2,Instrument,Rend It,Interlude 3,Bed For The Scraping,Forensic Scene,Shut the Door,Margin Walker,Suggestion,Give Me The Cure,Interlude 4,By You,Interlude 5,Repeater,Do You Like Me,Encore,Great Cop,Blueprint,,,,,,,,,,,,,,,,,,,
gavoi-sardinia-italy-61795,FLS0691,1995-06-17,Covo Dei Nottambuli,,1200,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Merchandise,Do You Like Me,Reclamation,Walken's Syndrome,Interlude 1,Back To Base,Nice New Outfit,Interlude 2,Stacks,Turnover,Interlude 3,Long Distance Runner,Margin Walker,Waiting Room,Interlude 4,Bulldog Front,Interlude 5,By You,Interlude 6,Birthday Pony,Forensic Scene,Interlude 7,Repeater,Encore 1,Instrument,Public Witness Program,Song #1,Encore 2,Blueprint,Sweet and Low,,,,,,,,,,,,,
catania-sicily-italy-61895,FLS0692,1995-06-18,Porto Catania Outdoor Show,,5000,Joey Picuri,Jerry Busher,Cassette,Intro,Joe #1,And The Same,Sieve-Fisted Find,Facet Squared,Do You Like Me,Interlude 1,Birthday Pony,Turnover,Merchandise,Interlude 2,Latest Disgrace,By You,Interlude 3,Suggestion,Give Me The Cure,Waiting Room,Margin Walker,Interlude 4,Long Distance Runner,Two Beats Off,Instrument,Encore 1,Smallpox Champion,Promises,Forensic Scene,Sweet and Low,,,,,,,,,,,,,,,,,
rome-italy-62095,FLS0693,1995-06-20,Forte Prenestino,,5000,Joey Picuri,Jerry Busher,Cassette,Opening Remarks,Intro,Sweet and Low,Turnover,Facet Squared,Do You Like Me,Interlude 1,Reclamation,Margin Walker,Bed For The Scraping,Interlude 2,Forensic Scene,Long Division,Give Me The Cure,Waiting Room,By You,Interlude 3,Target,Instrument,Rend It,Interlude 4,Birthday Pony,Blueprint,Encore 1,Promises,"Fell, Destroyed",Long Distance Runner,Glueman,,,,,,,,,,,,,,,,
verona-italy-62195,FLS0694,1995-06-21,Forte Del Chievo,,1000,Joey Picuri,Warren Russell-Smith,Cassette,Joe #1,Facet Squared,Interlude 1,Latest Disgrace,Bed For The Scraping,Interlude 2,Cassavetes,Stacks,Burning,Interlude 3,Shut the Door,Last Chance for a Slow Dance,Suggestion,Break-In,Interlude 4,Birthday Pony,Blueprint,By You,Interlude 5,Exit Only,KYEO,Encore,Waiting Room,Interlude 6,Forensic Scene,Long Distance Runner,Sweet and Low,Brendan #1,,,,,,,,,,,,,,,,
gde-spilimbergo-italy-62295,FLS0695,1995-06-22,Rototom,,800,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Smallpox Champion,Merchandise,Nice New Outfit,Back To Base,Interlude 1,Latest Disgrace,Interlude 2,Repeater,Margin Walker,Reclamation,Interlude 3,Target,Interlude 4,Bed For The Scraping,Reprovisional,Interlude 5,Waiting Room,Interlude 6,"Fell, Destroyed",Promises,Forensic Scene,Encore 1,By You,Long Distance Runner,Give Me The Cure,Encore 2,Rend It,Great Cop,Sweet and Low,,,,,,,,,,,,,,
ljubljana-slovenia-62395,FLS0696,1995-06-23,Sports Hall,,900,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Blueprint,Facet Squared,Latin Roots,Bed For The Scraping,Downed City,Interlude 1,Long Division,Rend It,Suggestion,Interlude 2,Give Me The Cure,By You,Interlude 3,Long Distance Runner,"Fell, Destroyed",Returning The Screw,Smallpox Champion,Styrofoam,Turnover,Encore 1,Great Cop,Forensic Scene,Sweet and Low,Instrument,Encore 2,Sieve-Fisted Find,Back To Base,Do You Like Me,,,,,,,,,,,,,,,
vienna-austria-62495,FLS0697,1995-06-24,Arena,,2000,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Combination Lock,And The Same,Target,Interlude 1,Facet Squared,Rend It,Interlude 2,Birthday Pony,Turnover,Song #1,Bulldog Front,Bed For The Scraping,Forensic Scene,Promises,Smallpox Champion,Reclamation,Do You Like Me,By You,Great Cop,Public Witness Program,Long Division,Encore,Blueprint,Instrument,Two Beats Off,Sweet and Low,,,,,,,,,,,,,,,,,
wels-austria-62595,FLS0698,1995-06-25,Schlachthof,,600,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,Styrofoam,Runaway Return,Interlude 1,Back To Base,Do You Like Me,Long Division,Rend It,By You,Bed For The Scraping,Latest Disgrace,Interlude 2,Burning Too,Give Me The Cure,Interlude 3,23 Beats Off,"Fell, Destroyed",Reclamation,Interlude 4,Reprovisional,Interlude 5,Birthday Pony,Forensic Scene,Encore 1,Long Distance Runner,Cassavetes,Merchandise,Blueprint,Sweet and Low,Encore 2,Smallpox Champion,Returning The Screw,Target,,,,,,,,,,
munich-germany-62695,FLS0699,1995-06-26,Nachtwerk,,800,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Brendan #1,Facet Squared,Walken's Syndrome,Bed For The Scraping,Latest Disgrace,Interlude 1,Stacks,Sieve-Fisted Find,Reclamation,Interlude 2,Rend It,By You,Interlude 3,Forensic Scene,Sweet and Low,Give Me The Cure,Song #1,Interlude 4,Blueprint,Interlude 5,Birthday Pony,"Fell, Destroyed",Promises,Encore,Do You Like Me,Back To Base,Turnover,Instrument,Last Chance for a Slow Dance,,,,,,,,,,,,,,
ulm-germany-62795,FLS0700,1995-06-27,Roxy,,660,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Merchandise,Do You Like Me,And The Same,Interlude 1,Cassavetes,Back To Base,Rend It,Suggestion,Interlude 2,By You,Interlude 3,Forensic Scene,Long Division,Target,Instrument,Turnover,Bed For The Scraping,"Fell, Destroyed",Encore,Great Cop,Blueprint,Long Distance Runner,Exit Only,Sweet and Low,Repeater,,,,,,,,,,,,,,,,,,
prague-czech-republic-62995,FLS0701,1995-06-29,Roxy,,1200,Joey Picuri,Warren Russell-Smith,Cassette,Opening Remarks,Blueprint,Facet Squared,Do You Like Me,Reclamation,Rend It,Bed For The Scraping,"Fell, Destroyed",Waiting Room,Lockdown,Interlude 1,By You,Interlude 2,KYEO,Forensic Scene,Long Distance Runner,Turnover,Instrument,Encore,Target,Shut the Door,Sweet and Low,,,,,,,,,,,,,,,,,,,,,,
